scene,scene_display,camera,profile,profile_bits,guard_mode,delta_psnr_vs_standard,delta_ssim_vs_standard,delta_lpips_vs_standard,psnr_gt,standard_psnr_gt,ssim_gt,standard_ssim_gt,lpips_gt,standard_lpips_gt,psnr_standard_ref,final_non_pd,saturations,unexplained_saturations,dangerous_negative_saturations,underflows,guard_eigen_floor_triggered,guard_diagonal_floor_triggered,guard_b_clamp_triggered
drjohnson,drjohnson,32,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,0.04243659973144531,0.0004907846450805664,-0.00037413835525512695,23.56489372253418,23.522457122802734,0.8228233456611633,0.8223325610160828,0.2978360056877136,0.29821014404296875,51.18989562988281,0,22472613,0,0,847333,,,
garden,garden,1,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.01178741455078125,-0.000552833080291748,-8.474290370941162e-05,22.716384887695312,22.728172302246094,0.721833348274231,0.7223861813545227,0.24894945323467255,0.24903419613838196,49.938438415527344,0,37452406,0,0,1707981,,,
garden,garden,2,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.0259246826171875,-0.0005890727043151855,-0.000157281756401062,26.849102020263672,26.87502670288086,0.796208918094635,0.7967979907989502,0.2218158096075058,0.22197309136390686,50.00135040283203,0,36522589,0,0,1750459,,,
garden,garden,3,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.028820037841796875,-0.0003848075866699219,1.5944242477416992e-05,23.804828643798828,23.833648681640625,0.7353982925415039,0.7357831001281738,0.24568268656730652,0.2456667423248291,48.70423889160156,0,36359673,0,0,1452681,,,
garden,garden,4,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.012798309326171875,-0.000751197338104248,-1.3053417205810547e-05,19.680774688720703,19.693572998046875,0.7298696637153625,0.7306208610534668,0.26305466890335083,0.26306772232055664,48.50556945800781,0,32239587,0,0,1805151,,,
garden,garden,5,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.04162788391113281,-0.0007299184799194336,0.00012831389904022217,25.686750411987305,25.728378295898438,0.8076925873756409,0.8084225058555603,0.21819180250167847,0.21806348860263824,49.700050354003906,0,37091827,0,0,1599520,,,
garden,garden,6,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.045024871826171875,-0.0007080435752868652,9.796023368835449e-05,28.070816040039062,28.115840911865234,0.8517265915870667,0.8524346351623535,0.21008679270744324,0.20998883247375488,50.615753173828125,0,36181608,0,0,1364468,,,
garden,garden,7,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.0380401611328125,-0.000844419002532959,-1.7911195755004883e-05,27.433757781982422,27.471797943115234,0.8491648435592651,0.8500092625617981,0.21879258751869202,0.21881049871444702,49.845787048339844,0,34500288,0,0,1413574,,,
garden,garden,8,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,-0.024251937866210938,-0.0006301403045654297,-0.0001415461301803589,25.752538681030273,25.776790618896484,0.8075944185256958,0.8082245588302612,0.224795401096344,0.22493694722652435,49.698646545410156,0,36097226,0,0,1492571,,,
garden,garden,9,selected_coord18_conic20_opacity8_rgb10,20,full_pd_guard,0.03805351257324219,-0.0004578828811645508,-0.0005188882350921631,26.287343978881836,26.249290466308594,0.8130454421043396,0.8135033249855042,0.21085003018379211,0.21136891841888428,46.49220275878906,0,34309030,0,0,1579285,,,
