scene,allocator,cam,camera_name,continuous_w16_no_t_cycles,continuous_w16_tile_tstop_cycles,continuous_w16_no_t_fps,continuous_w16_tile_tstop_fps,t_speedup,n_kvp_raw,n_kvp_retained,n_kvp_tstopped,t_stopped_fraction,producer_cycles_raw,producer_cycles_retained,no_t_core_cycles,with_t_core_cycles,no_t_core_imbalance,with_t_core_imbalance
hotdog,atae_snugbox,112,r_112,291448,242988,1372.4575224396806,1646.1718274153457,1.1994337168913691,71986,59869,12117,0.16832439641041314,540604,442611,"[291442, 291438, 291428, 291448]","[242966, 242988, 242976, 242954]",6.862499528203158e-05,0.000139934395462833
hotdog,atae_snugbox,113,r_113,295490,244354,1353.6837118007377,1636.96931501019,1.2092701572309028,72985,60200,12785,0.17517298074946908,549744,446465,"[295460, 295462, 295478, 295490]","[244342, 244354, 244316, 244318]",0.00010153229149920889,0.00015552576918748017
hotdog,atae_snugbox,114,r_114,298308,246710,1340.8959866983118,1621.3367921851566,1.2091443395079242,73679,60780,12899,0.1750702371096242,556407,450848,"[298308, 298274, 298282, 298280]","[246710, 246708, 246664, 246678]",0.00011398456514888396,0.00018646884754144877
hotdog,atae_snugbox,115,r_115,301612,247068,1326.207180085673,1618.9874852267392,1.220765133485518,74512,60861,13651,0.18320538973588146,565999,452630,"[301610, 301612, 301610, 301610]","[246992, 246996, 247068, 246970]",6.631068878570209e-06,0.00039675069279553374
hotdog,atae_snugbox,116,r_116,303426,248896,1318.2785918148081,1607.096940087426,1.2190874903574183,74920,61292,13628,0.1819006940736786,573309,458951,"[303190, 303426, 303172, 303182]","[248896, 248686, 248656, 248684]",0.0008376134611738131,0.0009648997609862884
hotdog,atae_snugbox,117,r_117,307688,252258,1300.0182002548036,1585.678154904899,1.2197353503159463,76022,62165,13857,0.1822761832101234,580464,463996,"[307660, 307688, 307652, 307662]","[252258, 252258, 252214, 252220]",0.00011701019451319696,0.00017443877298181277
hotdog,atae_snugbox,118,r_118,309962,252998,1290.4807686103459,1581.0401663254254,1.2251559300864039,76587,62342,14245,0.18599762361758523,588640,469250,"[309960, 309928, 309942, 309962]","[252934, 252998, 252972, 252968]",0.0001096958199439906,0.00025299642642547676
hotdog,atae_snugbox,119,r_119,313874,252540,1274.396732446778,1583.9074998020117,1.2428684564821415,77541,62202,15339,0.1978179285797191,595031,466702,"[313852, 313874, 313836, 313824]","[252540, 252458, 252484, 252480]",0.00015931354977672207,0.0003247646941172044
hotdog,atae_snugbox,120,r_120,317490,255410,1259.882201014205,1566.109392741083,1.243060177753416,78410,62890,15520,0.1979339369978319,606962,475429,"[317348, 317284, 317490, 317258]","[255114, 255410, 255138, 255398]",0.0007310655595645118,0.0011595792607682212
hotdog,atae_snugbox,121,r_121,320592,254290,1247.6917702250837,1573.007196507924,1.260733807857171,79166,62594,16572,0.20933228911401358,615260,475899,"[320220, 320232, 320592, 320522]","[254194, 254290, 253950, 253980]",0.0011610794918092396,0.0013380374532424779
hotdog,atae_snugbox,122,r_122,320692,254276,1247.3027078941789,1573.0938035835077,1.2611964951470056,79216,62608,16608,0.2096546152292466,619722,478444,"[320688, 320692, 320626, 320660]","[254222, 254276, 254236, 254204]",0.00020582131279694012,0.0002832031057940602
hotdog,atae_snugbox,123,r_123,323028,257494,1238.282749483017,1553.4342547787521,1.254506901131677,79769,63393,16376,0.2052927829106545,619067,479300,"[322962, 323018, 323028, 322926]","[257494, 257480, 257450, 257494]",0.0003158056061687362,0.00017088739103501445
hotdog,atae_snugbox,124,r_124,325166,259252,1230.140912641543,1542.9003440667768,1.2542468331970438,80290,63795,16495,0.20544276995889899,626610,484994,"[325082, 325102, 325070, 325166]","[259046, 259176, 259026, 259252]",0.0002952892142538564,0.0008721659430776653
hotdog,atae_snugbox,125,r_125,328552,260442,1217.4632934817016,1535.850592454366,1.2615169596301672,81114,64105,17009,0.20969253149887812,635743,488645,"[328552, 328422, 328424, 328356]","[260436, 260356, 260376, 260442]",0.0005967631687515319,0.0003302579660333522
hotdog,atae_snugbox,126,r_126,331032,263330,1208.3423959013026,1519.006569703414,1.2570994569551512,81637,64727,16910,0.20713646998297341,633129,488093,"[331032, 330388, 330310, 330662]","[262900, 263150, 262452, 263330]",0.0021839212578418504,0.0033389362559800425
hotdog,atae_snugbox,127,r_127,331744,266776,1205.7490112858106,1499.385252046661,1.2435301526374187,81893,65649,16244,0.19835639187720563,635444,496589,"[331720, 331726, 331744, 331718]","[266746, 266744, 266776, 266738]",7.837770214664469e-05,0.00014245494862249813
hotdog,atae_snugbox,128,r_128,335000,268002,1194.0298507462687,1492.526175177797,1.249990671711405,82648,65932,16716,0.20225534798180234,634279,491425,"[335000, 334856, 334696, 334796]","[267978, 268002, 267954, 267958]",0.0009079044430573682,0.00017912252353781912
hotdog,atae_snugbox,129,r_129,340230,271692,1175.6752784880816,1472.2553479675514,1.2522635925975,83913,66820,17093,0.20369906927412915,637418,495184,"[340230, 339716, 339984, 339958]","[271674, 271692, 271606, 271428]",0.0015118892144058923,0.0009720176730486008
hotdog,atae_snugbox,130,r_130,344042,277392,1162.6487463739893,1442.002653284882,1.2402736921035935,84859,68143,16716,0.1969855878575048,639159,500167,"[344042, 343792, 343452, 343948]","[277060, 276792, 277392, 276534]",0.001716071592179949,0.0030980936613653636
hotdog,atae_snugbox,131,r_131,344786,281962,1160.1399128734924,1418.6308793383505,1.2228101659088813,85067,69360,15707,0.1846426934063738,633880,504197,"[344782, 344728, 344776, 344786]","[281924, 281962, 281920, 281954]",0.0001682290699832931,0.00014896786550329857
hotdog,atae_snugbox,132,r_132,347614,288950,1150.7016403251882,1384.3225471534868,1.2030247447655305,85723,71045,14678,0.17122592536425463,631692,511012,"[347478, 347398, 347528, 347614]","[288816, 288950, 288716, 288688]",0.0006215746846443715,0.0009072257762926669
hotdog,atae_snugbox,133,r_133,350084,294020,1142.5829229556334,1360.451669954425,1.1906809060608121,86321,72258,14063,0.16291516548696144,629366,513347,"[349784, 350018, 350084, 349970]","[293662, 294020, 293586, 293580]",0.0008572310294773177,0.001498066132810372
hotdog,atae_snugbox,134,r_134,350238,297528,1142.0805280980362,1344.411282299481,1.177159796725014,86252,73025,13227,0.15335296572833093,626283,517177,"[349514, 349852, 349508, 350238]","[296790, 297528, 296358, 296804]",0.0020870380641435423,0.0039411190083201405
hotdog,atae_snugbox,135,r_135,351502,303848,1137.973610391975,1316.447697532977,1.1568349964455913,86610,74719,11891,0.13729361505599816,622868,524169,"[351428, 351502, 351196, 351284]","[303798, 303834, 303674, 303848]",0.0008709202296838644,0.0005727669085564464
hotdog,atae_snugbox,136,r_136,355988,309324,1123.6333809004798,1293.1424655054248,1.1508580000258628,87691,76054,11637,0.13270461050734966,618498,521096,"[355458, 355988, 355788, 355772]","[309030, 309286, 309324, 309174]",0.0014898039783388124,0.0009508301167354186
hotdog,atae_snugbox,137,r_137,359290,314332,1113.306799521278,1272.5398623111869,1.1430271178244658,88530,77239,11291,0.12753868745058172,614416,522191,"[359290, 359040, 359158, 359272]","[314314, 313556, 313902, 314332]",0.0006960104679974387,0.0024711329635125753
hotdog,atae_snugbox,138,r_138,360904,316394,1108.3279764147806,1264.246477493252,1.1406790267830615,88905,77780,11125,0.12513356954052077,611130,519973,"[360904, 360660, 360776, 360870]","[316310, 316394, 316284, 316222]",0.000676270258659516,0.0005437832454691316
hotdog,atae_snugbox,139,r_139,364744,322920,1096.6595749347487,1238.6968908708038,1.1295181469094513,89790,79371,10419,0.11603742064817908,608360,525241,"[364522, 364744, 364254, 364240]","[322634, 322686, 322816, 322920]",0.001382943694435298,0.0008860963428387304
hotdog,atae_snugbox,140,r_140,366530,327456,1091.3158540910704,1221.538160852145,1.1193259552428418,90193,80402,9791,0.10855609637111527,604763,523825,"[366530, 365944, 365630, 366404]","[326854, 327456, 327330, 326212]",0.002458163424167024,0.003804711848129605
hotdog,atae_snugbox,141,r_141,364760,329984,1096.6114705559821,1212.1799844840962,1.1053869278510473,89756,81068,8688,0.09679575738669281,601598,529833,"[364580, 364548, 364760, 363988]","[329720, 329356, 329984, 329808]",0.002118149966115088,0.001904663696442707
hotdog,atae_snugbox,142,r_142,366928,337496,1090.1321240134305,1185.1992319908977,1.0872069594898903,90280,82924,7356,0.08147984049623394,599927,537607,"[366638, 366620, 366928, 366704]","[337368, 337206, 337496, 337124]",0.0008398721103831916,0.0011028806828373087
hotdog,atae_snugbox,143,r_143,369012,342420,1083.9755888697387,1168.156065650371,1.0776590152444367,90758,84119,6639,0.07315057625774037,598028,539718,"[369012, 368636, 368208, 368982]","[342342, 342420, 341830, 342022]",0.0021805784770937554,0.0017243722481283985
hotdog,atae_snugbox,144,r_144,370004,343772,1081.0693938443908,1163.5618956750404,1.076306389118369,90960,84426,6534,0.07183377308707124,600900,540587,"[370004, 369520, 369356, 369460]","[343520, 343286, 343772, 343218]",0.00175331791062949,0.0016130488078288188
hotdog,atae_snugbox,145,r_145,372256,348748,1074.5293561420099,1146.9599825662083,1.067406838175416,91556,85686,5870,0.064113766438027,603742,549125,"[372256, 372216, 372096, 371788]","[348720, 348618, 348748, 348350]",0.0012577635995689204,0.0011416802205336065
hotdog,atae_snugbox,146,r_146,374174,350410,1069.0213643919674,1141.5199337918439,1.0678176992665736,91959,86031,5928,0.06446351091247186,604359,550602,"[373298, 373712, 374100, 374174]","[349818, 350018, 350410, 350190]",0.0023433675475695586,0.0016909019762416848
hotdog,atae_snugbox,147,r_147,374488,352872,1068.1250133515628,1133.555510213335,1.0612573397719287,91971,86590,5381,0.05850757303932761,608459,558481,"[373438, 374488, 374272, 373518]","[352748, 352218, 352872, 351782]",0.0028080197042754107,0.0030930321646968685
hotdog,atae_snugbox,148,r_148,374088,351986,1069.267124312996,1136.408834442279,1.0627922701471082,91968,86443,5525,0.06007524356297843,611940,561395,"[373954, 373960, 374088, 373966]","[351856, 351986, 351848, 351878]",0.00035829643414832403,0.0003921657781364737
hotdog,atae_snugbox,149,r_149,376792,356394,1061.593664409011,1122.3533505053397,1.0572344091090198,92609,87519,5090,0.05496226068740619,615653,568956,"[376726, 376792, 376608, 376638]","[356388, 356394, 356236, 356306]",0.0004884640195810359,0.0004434079549632224
hotdog,atae_snugbox,150,r_150,381092,361438,1049.6153159866908,1106.690497402044,1.0543772375898495,93587,88695,4892,0.05227221729513715,621872,578242,"[380668, 380560, 380452, 381092]","[361276, 361046, 360740, 361438]",0.0016811446493631352,0.0019328487365870544
hotdog,atae_snugbox,151,r_151,383200,361658,1043.8413361169103,1106.0172870501965,1.0595645609940882,93999,88671,5328,0.05668145405802189,626711,579613,"[381642, 382450, 382372, 383200]","[360880, 360336, 361658, 361542]",0.004074097318103845,0.0036609951703664317
hotdog,atae_snugbox,152,r_152,385240,365084,1038.3137784238397,1095.6382640707343,1.0552092121265244,94673,89572,5101,0.05388019815575718,633501,589138,"[385240, 385182, 385154, 385172]","[365084, 364552, 364952, 364544]",0.00022326817883261895,0.0014803321426711223
hotdog,atae_snugbox,153,r_153,391656,371870,1021.3044099924424,1075.6447145507839,1.0532067658052546,96194,91229,4965,0.05161444580743082,637899,596634,"[391656, 391092, 391514, 391182]","[371352, 371870, 371154, 371628]",0.0014411246905031417,0.0019273164809785169
hotdog,atae_snugbox,154,r_154,395982,376988,1010.1469258703678,1061.0417307712712,1.0503835665856738,97244,92520,4724,0.04857883262720579,646639,606308,"[395744, 395378, 395530, 395982]","[376844, 376690, 376528, 376988]",0.0015265689982649178,0.0012209283036395608
hotdog,atae_snugbox,155,r_155,397908,379138,1005.2574967077817,1055.0248194588778,1.0495070396531079,97727,93014,4713,0.04822618109631934,649056,608013,"[397908, 397200, 397840, 397714]","[378536, 378878, 379138, 378702]",0.0017803908058405872,0.0015891725083715337
hotdog,atae_snugbox,156,r_156,403566,383660,991.1637749463532,1042.5897930459262,1.0518844810509305,99003,94067,4936,0.04985707503813016,655119,613357,"[403566, 402848, 401738, 403076]","[381968, 383360, 383264, 383660]",0.0045381535077592995,0.0044170280084476965
hotdog,atae_snugbox,157,r_157,409192,388970,977.5362177168664,1028.3569426948093,1.051988585237936,100470,95407,5063,0.05039315218473176,662605,618706,"[408622, 408776, 409192, 408590]","[388464, 388386, 388352, 388970]",0.0014726207512322802,0.0015905575444674078
hotdog,atae_snugbox,158,r_158,413586,392874,967.1507256048319,1018.1381308002057,1.0527191924128347,101625,96439,5186,0.05103075030750308,667336,623073,"[413390, 413586, 413532, 413362]","[392624, 392548, 392848, 392874]",0.0005417596304425379,0.0008301005669383167
hotdog,atae_snugbox,159,r_159,420126,398764,952.0953237838172,1003.0995776950778,1.0535705329468057,103221,97910,5311,0.05145270826672867,674775,630951,"[420126, 419832, 419894, 419734]","[398580, 398738, 398764, 398528]",0.0009335633900258754,0.0005919942807332201
hotdog,atae_snugbox,160,r_160,423176,403440,945.2331890277331,991.47332936744,1.0489192940709895,103877,98952,4925,0.047411842852604524,681586,640485,"[423176, 422234, 422022, 422830]","[402370, 403440, 403118, 402534]",0.0027309375706251458,0.0026559732714764605
hotdog,atae_snugbox,161,r_161,426418,406244,938.0467053454591,984.6299268419964,1.0496598103602761,104690,99667,5023,0.04797974973731971,686104,644553,"[425436, 426418, 425978, 425648]","[405864, 405600, 406244, 405404]",0.0023058679878836265,0.002070097442443898
hotdog,atae_snugbox,162,r_162,428624,408648,933.2188584866923,978.8375325463479,1.0488831463753647,105212,100219,4993,0.04745656389005056,689225,648492,"[428296, 427580, 428624, 427602]","[408648, 407656, 407704, 408206]",0.0024391070158203193,0.002431053771135403
hotdog,atae_snugbox,163,r_163,433352,411644,923.037161476121,971.7134222775019,1.052734887427,106344,100914,5430,0.051060708643647035,695637,652672,"[432652, 431838, 433352, 432462]","[410742, 411644, 410094, 410944]",0.003499963012279923,0.003772611328543334
hotdog,atae_snugbox,164,r_164,434474,413948,920.6534798399904,966.3049465150212,1.0495859383304182,106784,101654,5130,0.04804090500449506,702129,661565,"[434336, 434384, 434474, 434360]","[413778, 413886, 413948, 413862]",0.00031768796825882824,0.0004107584897135201
hotdog,atae_snugbox,165,r_165,438288,416726,912.6419158179096,959.8633154638779,1.0517414320200804,107677,102306,5371,0.04988066160832861,709543,666668,"[437910, 437910, 438288, 438004]","[416504, 416446, 416726, 416500]",0.0008629585323312665,0.0006721978950603057
hotdog,atae_snugbox,166,r_166,439378,417704,910.3778523276086,957.6159194070442,1.0518884185930706,107977,102562,5415,0.05014956888967095,715827,673562,"[439198, 439132, 439378, 439354]","[417482, 417686, 417704, 417550]",0.0005600257702915435,0.000531602193936622
hotdog,atae_snugbox,167,r_167,442162,420682,904.6458085498075,950.8369742465806,1.0510599455170413,108641,103256,5385,0.04956692224850655,723901,682030,"[441576, 442162, 442064, 441974]","[420586, 420402, 419946, 420682]",0.001325959850116757,0.0017506969486493944
hotdog,atae_snugbox,168,r_168,442074,420508,904.8258888783325,951.2304165437994,1.051285587907959,108507,103120,5387,0.04964656658095791,730456,688175,"[441600, 441312, 442074, 440946]","[419358, 420064, 419810, 420508]",0.0025550247687906444,0.002738519056520652
hotdog,atae_snugbox,169,r_169,444886,422588,899.1067374563371,946.5484112184918,1.0527653411833748,109238,103681,5557,0.05087057617312657,738764,696070,"[444202, 444886, 444652, 444128]","[422006, 422456, 421906, 422588]",0.001705413450267399,0.0016151989749880991
hotdog,atae_snugbox,170,r_170,444628,423520,899.6284534487256,944.4654325651682,1.049839440876464,109231,103975,5256,0.04811820820096859,747154,707020,"[444628, 444564, 444456, 444198]","[423520, 423430, 423480, 423320]",0.0009674628736122251,0.0004723247232472325
hotdog,atae_snugbox,171,r_171,444740,422920,899.4018977380042,945.8053532582994,1.0515936820202403,109218,103754,5464,0.05002838359977293,756641,714997,"[444130, 444296, 444622, 444740]","[422920, 422224, 422420, 422800]",0.001372492108170378,0.0016469825434048525
hotdog,atae_snugbox,172,r_172,445252,424812,898.3676659509671,941.5929870154328,1.0481154016364886,109306,104208,5098,0.04663970870766472,766566,726977,"[444754, 444246, 445252, 444944]","[424812, 423828, 424666, 424322]",0.002261695732229614,0.0023185291477284776
hotdog,atae_snugbox,173,r_173,443584,423394,901.7457798297504,944.7465008951473,1.0476860796326826,108875,103817,5058,0.04645694603903559,775091,735962,"[443232, 442518, 443584, 443176]","[423394, 422948, 422274, 422966]",0.0024056281769919492,0.002648408412953082
hotdog,atae_snugbox,174,r_174,444482,425444,899.923956425682,940.1942441308374,1.0447485450494072,109110,104336,4774,0.04375400971496655,786208,748201,"[444064, 444482, 443388, 444426]","[425410, 424226, 424896, 425444]",0.0024634646130288905,0.0028659228130279487
hotdog,atae_snugbox,175,r_175,444594,426038,899.6972518747441,938.8833859890432,1.0435548002760318,109098,104447,4651,0.04263139562595098,795118,756913,"[444402, 444594, 443286, 444036]","[425772, 424784, 426038, 425308]",0.0029454185568124625,0.002947290737069467
hotdog,atae_snugbox,176,r_176,443178,423886,902.5718785679794,943.6499436169158,1.0455122367806438,108671,103866,4805,0.04421602819519467,790624,751112,"[442376, 441520, 443178, 442502]","[423116, 422372, 423886, 423322]",0.0037477904311541297,0.003577724529389802
hotdog,atae_snugbox,177,r_177,441624,423216,905.7478760212307,945.1438508941061,1.0434955200181468,108354,103745,4609,0.04253650072909168,781603,743933,"[441188, 440608, 441624, 441204]","[423216, 422084, 422750, 422830]",0.0023030401943983534,0.002677895533686601
hotdog,atae_snugbox,178,r_178,441416,423742,906.1746742302046,943.9706236341925,1.0417093420052768,108332,103929,4403,0.04064357715171879,767752,731333,"[441256, 440586, 441134, 441416]","[422964, 423620, 423742, 423618]",0.0018816680193517088,0.001837132750551376
hotdog,atae_snugbox,179,r_179,441346,424280,906.3183987166532,942.7736400490243,1.0402234373526915,108231,103988,4243,0.03920318577856621,754780,720193,"[440066, 440680, 440804, 441346]","[423208, 423832, 423688, 424280]",0.00290431199571614,0.00252978157035247
hotdog,atae_snugbox,180,r_180,439570,423540,909.9802079304775,944.4208339235963,1.037847664919488,107829,103849,3980,0.0369102931493383,741333,707353,"[439128, 438882, 439004, 439570]","[422788, 423540, 423404, 423172]",0.0015666771415429037,0.001776828455718694
hotdog,atae_snugbox,181,r_181,438676,422008,911.8347026051117,947.8493298705238,1.0394968815757046,107671,103460,4211,0.039109881026460236,728023,691744,"[438676, 438474, 438504, 438582]","[421508, 421884, 422008, 421460]",0.0004605993720343215,0.0012994557936046856
hotdog,atae_snugbox,182,r_182,437872,421440,913.5089706580918,949.1268033409264,1.0389901290812453,107461,103297,4164,0.03874894147644262,713651,678418,"[437872, 437722, 437612, 437670]","[420982, 420892, 420938, 421440]",0.0005939883806734457,0.0013014679513516979
hotdog,atae_snugbox,183,r_183,436648,420832,916.0696945823638,950.4980609839556,1.0375826933313057,107070,103086,3984,0.037209302325581395,700809,666881,"[436194, 436648, 435948, 436010]","[420048, 420058, 420832, 420118]",0.0016047684548372307,0.0018654940703938477
hotdog,atae_snugbox,184,r_184,435764,419960,917.9280527992216,952.471663967997,1.0376321554433756,106888,102922,3966,0.03710425866327371,688278,653669,"[435318, 435354, 435422, 435764]","[419626, 419426, 419390, 419960]",0.0010241937058015063,0.0013584349875655534
hotdog,atae_snugbox,185,r_185,434350,419796,920.9163117301715,952.8437622083107,1.0346692202879493,106549,102888,3661,0.03435977813024993,677814,646523,"[434332, 433774, 434008, 434350]","[419114, 419418, 419796, 419560]",0.0013268343023523667,0.0016258534538658124
hotdog,atae_snugbox,186,r_186,431556,417012,926.8785511034489,959.2050108869769,1.0348766941958505,105831,102192,3639,0.03438501006321399,665445,633994,"[430888, 431108, 431556, 431424]","[416922, 417012, 416324, 416494]",0.0015490070586489319,0.0016511154628883
hotdog,atae_snugbox,187,r_187,429390,414268,931.5540650690515,965.5585273301341,1.0365029401257158,105338,101538,3800,0.03607435113634206,655955,623068,"[429296, 429390, 429368, 429094]","[413898, 414268, 414170, 414012]",0.0006895154057774868,0.0008935320355384256
hotdog,atae_snugbox,188,r_188,427330,413166,936.0447429387125,968.1338735520347,1.0342816204624776,104772,101252,3520,0.033596762493796055,645009,615028,"[427330, 427130, 426796, 426836]","[413166, 412698, 413084, 412824]",0.0012505181219746946,0.0011333283286070958
hotdog,atae_snugbox,189,r_189,426084,411518,938.7820242018006,972.0109448432389,1.0353957785564665,104487,100848,3639,0.03482729908983893,636917,606150,"[425552, 425892, 426034, 426084]","[411518, 411430, 411350, 411040]",0.0012491473747359943,0.0011620712583068039
hotdog,atae_snugbox,190,r_190,424754,409876,941.7215611860041,975.9049078257815,1.03629878304658,104149,100414,3735,0.03586208220914267,628821,596940,"[424370, 424416, 424754, 424704]","[409490, 409876, 409336, 409782]",0.0009044636695315867,0.0013182917867980402
hotdog,atae_snugbox,191,r_191,423512,408880,944.4832732012316,978.2821365681863,1.0357855605556643,103823,100157,3666,0.03531009506564056,623016,592984,"[423512, 423482, 423084, 423100]","[408754, 408880, 408456, 408432]",0.0010111163740610851,0.0010963449864853456
hotdog,atae_snugbox,192,r_192,421820,407948,948.2717746906263,980.5171247315834,1.0340043338856912,103441,99953,3488,0.03371970495258166,618628,590333,"[421810, 421820, 421634, 421802]","[407814, 407948, 407744, 407752]",0.0004410023081491773,0.000500227431834817
hotdog,atae_snugbox,193,r_193,418936,405506,954.7997784864514,986.4219025119233,1.0331191153768378,102716,99355,3361,0.03272128976985085,614126,586921,"[418868, 418936, 418906, 418816]","[405506, 405430, 405390, 405424]",0.00028647720178618535,0.0002861106829042701
hotdog,atae_snugbox,194,r_194,415658,402188,962.3296075138695,994.5597581230668,1.0334917998547943,101836,98493,3343,0.0328272909383715,612291,585237,"[415402, 415658, 415174, 415182]","[402188, 402016, 401842, 401882]",0.0011652710699788613,0.0008607350577886572
hotdog,atae_snugbox,195,r_195,411034,398040,973.1555053839828,1004.9241282283188,1.032644960305497,100706,97442,3264,0.03241117708974639,609616,583112,"[410898, 410864, 411034, 410690]","[397686, 398040, 397606, 397930]",0.0008372447346676516,0.0010909579943466255
hotdog,atae_snugbox,196,r_196,409870,396916,975.9191938907459,1007.7699059750678,1.0326366284050026,100440,97173,3267,0.032526881720430105,612436,585921,"[409870, 409716, 409698, 409826]","[396792, 396666, 396916, 396464]",0.0004197399808432625,0.0011393727652098072
hotdog,atae_snugbox,197,r_197,409418,395656,976.99661470673,1010.9792344865236,1.0347827405625087,100314,96872,3442,0.03431225950515382,613532,586188,"[409188, 409168, 409290, 409418]","[395430, 395468, 395656, 395438]",0.000610849667453441,0.0005714314610946199
hotdog,atae_snugbox,198,r_198,406950,392798,982.921734856862,1018.3351239059263,1.0360286966837917,99690,96120,3570,0.03581101414384592,613318,584869,"[406640, 406784, 406796, 406950]","[392332, 392352, 392568, 392798]",0.0007620592808372819,0.0011872233368364065
hotdog,atae_snugbox,199,r_199,408780,394842,978.5214540828807,1013.0634532293931,1.0353001960277781,100161,96685,3476,0.03470412635656593,618164,591197,"[408566, 408750, 408610, 408780]","[394796, 394770, 394842, 394682]",0.0005236415600114026,0.0004052967215294885
lego,atae_snugbox,0,r_0,445418,419162,898.0328590223116,954.2849781230169,1.0626392659639947,109535,102973,6562,0.05990779202994476,580408,534514,"[445418, 444512, 445008, 444682]","[418254, 419162, 418424, 418788]",0.0020363897910789944,0.002168839885634302
lego,atae_snugbox,1,r_1,443612,415926,901.6888632408501,961.7095348691835,1.0665647254559705,109103,102180,6923,0.06345380053710714,564067,516474,"[442584, 443360, 443002, 443612]","[415926, 415678, 415294, 414892]",0.002319811255823505,0.0024888824701075345
lego,atae_snugbox,2,r_2,445890,420134,897.0822400143533,952.0771944189235,1.0613042505486345,109532,103094,6438,0.058777343607347626,545068,502276,"[445890, 444362, 444832, 444398]","[418614, 420134, 418640, 419086]",0.0034347074036152093,0.0036266592860968914
lego,atae_snugbox,3,r_3,450632,420952,887.6422446697084,950.2271042779224,1.0705068511374218,110871,103451,7420,0.06692462411270757,530925,484956,"[450510, 450632, 450318, 449656]","[419982, 420952, 420636, 420826]",0.00216754501098208,0.002306234679587921
lego,atae_snugbox,4,r_4,453854,425476,881.3406954659428,940.1235322321353,1.0666970639942088,111545,104448,7097,0.06362454614729482,515092,473986,"[453854, 453154, 452624, 452268]","[423906, 424230, 424736, 425476]",0.0035012969810695955,0.003697710952054585
lego,atae_snugbox,5,r_5,459782,428072,869.9775110813385,934.42224672485,1.0740763236091124,113077,105150,7927,0.0701026733995419,508701,465932,"[458644, 459782, 458360, 459626]","[428072, 427912, 426930, 426666]",0.00309734416895555,0.0032896968846149346
lego,atae_snugbox,6,r_6,464180,433096,861.7346718945237,923.5827622513253,1.0717716164545505,114151,106382,7769,0.06805897451621098,500819,460437,"[463820, 462744, 463542, 464180]","[431680, 432742, 432464, 433096]",0.003097688274624303,0.0032740225042803914
lego,atae_snugbox,7,r_7,466038,432292,858.2991086563757,925.3004913345609,1.0780629759514402,114674,106239,8435,0.0735563423269442,494263,454865,"[465284, 466038, 465984, 465438]","[431718, 431542, 432292, 432232]",0.0016191167439003964,0.0017363281521301274
lego,atae_snugbox,8,r_8,471158,437516,848.9721070214238,914.2522787738048,1.0768931879062709,115949,107540,8409,0.07252326453871961,490539,452316,"[470766, 471158, 470670, 471090]","[437454, 437044, 437516, 437126]",0.0010362672295353148,0.0010793875847559373
lego,atae_snugbox,9,r_9,472486,440608,846.5859305884195,907.8364441862154,1.0723500254194205,116188,108214,7974,0.06863015113436843,486443,450509,"[471400, 472440, 471542, 472486]","[439634, 440608, 440542, 439500]",0.002301008333209737,0.002517775540765013
lego,atae_snugbox,10,r_10,477184,443846,838.2510729613734,901.213483956147,1.0751116378203252,117267,108931,8336,0.07108564216702055,485810,449466,"[476006, 476144, 476218, 477184]","[442662, 442878, 442790, 443846]",0.002472774293223171,0.002672420797934291
lego,atae_snugbox,11,r_11,477054,446778,838.4795012723927,895.2992313856098,1.0677651988235768,117218,109649,7569,0.06457199406234537,484465,449867,"[477054, 475482, 475422, 476870]","[445198, 445138, 446778, 446610]",0.003427081080286514,0.0036776990162155133
lego,atae_snugbox,12,r_12,477072,448308,838.447865311735,892.2437252960019,1.0641612462860355,117217,110026,7191,0.061347756724707166,484988,453479,"[475780, 475802, 477072, 476428]","[448308, 447026, 447668, 447024]",0.002712744123350071,0.0028692320670202554
lego,atae_snugbox,13,r_13,478250,450022,836.382645060115,888.8454342232158,1.0627258222931324,117528,110471,7057,0.06004526580899871,487461,456306,"[477128, 478250, 477796, 477334]","[449104, 450022, 448896, 449574]",0.0023491134295171756,0.002505568548216618
lego,atae_snugbox,14,r_14,477688,451044,837.3666493610892,886.8314399482091,1.05907184221495,117352,110692,6660,0.05675233485581839,488458,458696,"[477688, 476630, 476750, 476714]","[450118, 451044, 450104, 449956]",0.0022182828017037587,0.0024161374888825474
lego,atae_snugbox,15,r_15,477124,451156,838.3564859449535,886.6112830151876,1.057558804493346,117163,110669,6494,0.055427054616218434,493979,463602,"[475822, 475498, 476554, 477124]","[449516, 449832, 450590, 451156]",0.0034141768127840554,0.003642230777516332
lego,atae_snugbox,16,r_16,475898,452666,840.5162450777267,883.6537314487945,1.051322608722546,116984,111175,5809,0.04965636326335225,500036,471909,"[475814, 475898, 475324, 475278]","[452560, 452106, 452038, 452666]",0.001303675418464039,0.0013883285342412
lego,atae_snugbox,17,r_17,472456,449798,846.6396870819716,889.288080427214,1.0503737233157995,116109,110445,5664,0.04878174818489523,507020,477943,"[471628, 472456, 472364, 471866]","[449714, 449206, 449798, 448972]",0.0017539455832027936,0.0018379142121277862
lego,atae_snugbox,18,r_18,471200,448754,848.8964346349745,891.3569572638906,1.0500184956568632,115741,110127,5614,0.04850485134913298,514629,485737,"[470170, 470756, 470540, 471200]","[448096, 447702, 448290, 448754]",0.0021883860440460494,0.0023471114576744632
