profile,cameras,mean_delta_psnr,worst_delta_psnr,mean_delta_ssim,mean_delta_lpips,worst_positive_delta_lpips,worst_direct_psnr,saturations,scene,scene_label
camera_ready_quality_safe_v1,199,0.00587308107309006,-0.005275726318359375,-5.653455628821598e-06,-8.074802594568262e-05,0.00010893121361732483,58.174400329589844,0,lego,Lego
camera_ready_quality_safe_v1,199,-0.001758278314791732,-0.018932342529296875,-4.30111909032467e-06,-0.00016908818415960474,8.338689804077148e-05,61.67657470703125,0,hotdog,Hotdog
camera_ready_quality_safe_v1,37,-0.009512360031540329,-0.06933212280273438,-0.00021451872748297614,-0.0009345545156581982,-0.0003310739994049072,51.38142395019531,0,tt107k,Train
camera_ready_quality_safe_v1,31,-0.009741567796276461,-0.03643798828125,-0.0001791254166633852,-0.0006629877513454806,-0.000225946307182312,53.401268005371094,0,truck,Truck
camera_ready_quality_safe_v1,32,-0.00023633241653442383,-0.015489578247070312,-0.00016069971024990082,-0.0008412511087954044,-0.00018280744552612305,60.44536590576172,0,drjohnson,DrJohnson
camera_ready_quality_safe_v1,28,0.008267538888113839,-0.030773162841796875,-0.00017496517726353237,-0.0012554771133831569,-0.0005917400121688843,58.400596618652344,0,playroom,Playroom
camera_ready_quality_safe_v1,24,-0.008719444274902344,-0.025571823120117188,-0.00019316126902898154,-0.00035908445715904236,-0.00011768937110900879,53.188453674316406,0,bicycle,Bicycle
camera_ready_quality_safe_v1,23,-0.012027574622112772,-0.07248687744140625,-0.00016044533771017322,-0.0003952533006668091,-0.00016185641288757324,47.86808776855469,0,garden,Garden
