scene,camera,profile,delta_psnr_vs_standard,delta_ssim_vs_standard,delta_lpips_vs_standard,guard_risky_gaussians,guard_repaired_gaussians,guard_dropped_gaussians,guard_quantized_non_psd_before,guard_final_non_psd,guard_raw_kvp,guard_final_kvp
hotdog,54,integer_pd,-0.0124740600585937,-4.667043685913086e-05,-0.0002404265105724,0,0,0,0,0,92933,92932
hotdog,54,opacity_prune,-0.0124740600585937,-4.667043685913086e-05,-0.0002404265105724,0,0,0,0,0,92933,92932
hotdog,54,no_guard,-0.0124740600585937,-4.667043685913086e-05,-0.0002404265105724,0,0,0,0,0,92933,92933
hotdog,55,wide_control,-0.0062332153320312,-3.3974647521972656e-05,-0.0002401322126388,0,0,0,0,0,92525,92525
hotdog,55,eigen_floor,-0.0286750793457031,-7.909536361694336e-05,-9.02041792869568e-05,0,0,0,0,0,92525,92525
hotdog,55,integer_pd,-0.0286750793457031,-7.909536361694336e-05,-9.02041792869568e-05,0,0,0,0,0,92525,92525
hotdog,55,opacity_prune,-0.0286750793457031,-7.909536361694336e-05,-9.02041792869568e-05,0,0,0,0,0,92525,92525
hotdog,55,no_guard,-0.0286750793457031,-7.909536361694336e-05,-9.019672870635986e-05,0,0,0,0,0,92525,92525
hotdog,56,wide_control,-0.0019073486328125,-2.09808349609375e-05,-0.0001614838838577,0,0,0,0,0,93267,93267
hotdog,56,eigen_floor,-0.0354881286621093,-9.54270362854004e-05,-0.0001605004072189,0,0,0,0,0,93267,93265
hotdog,56,integer_pd,-0.0354881286621093,-9.54270362854004e-05,-0.0001605004072189,0,0,0,0,0,93267,93265
hotdog,56,opacity_prune,-0.0354881286621093,-9.54270362854004e-05,-0.0001605004072189,0,0,0,0,0,93267,93265
hotdog,56,no_guard,-0.0354881286621093,-9.54270362854004e-05,-0.0001605004072189,0,0,0,0,0,93267,93267
hotdog,57,wide_control,-0.0001258850097656,-2.6226043701171875e-05,-0.0001811943948268,0,0,0,0,0,92447,92447
hotdog,57,eigen_floor,-0.0176162719726562,-6.514787673950195e-05,-0.000161450356245,0,0,0,0,0,92447,92446
hotdog,57,integer_pd,-0.0176162719726562,-6.514787673950195e-05,-0.000161450356245,0,0,0,0,0,92447,92446
hotdog,57,opacity_prune,-0.0176162719726562,-6.514787673950195e-05,-0.000161450356245,0,0,0,0,0,92447,92446
hotdog,57,no_guard,-0.0176162719726562,-6.514787673950195e-05,-0.0001614801585674,0,0,0,0,0,92447,92447
hotdog,58,wide_control,-0.0002784729003906,-2.9385089874267575e-05,-0.0002073906362056,0,0,0,0,0,92641,92641
hotdog,58,eigen_floor,-0.0107192993164062,-5.53131103515625e-05,-0.0001184865832328,0,0,0,0,0,92641,92646
hotdog,58,integer_pd,-0.0107192993164062,-5.53131103515625e-05,-0.0001184865832328,0,0,0,0,0,92641,92646
hotdog,58,opacity_prune,-0.0107192993164062,-5.53131103515625e-05,-0.0001184865832328,0,0,0,0,0,92641,92646
hotdog,58,no_guard,-0.0107192993164062,-5.53131103515625e-05,-0.0001184865832328,0,0,0,0,0,92641,92641
hotdog,59,wide_control,0.0012779235839843,-9.715557098388672e-06,-0.0002136044204235,0,0,0,0,0,92701,92701
hotdog,59,eigen_floor,-0.0107192993164062,-5.4717063903808594e-05,-0.0001004673540592,0,0,0,0,0,92701,92692
hotdog,59,integer_pd,-0.0107192993164062,-5.4717063903808594e-05,-0.0001004673540592,0,0,0,0,0,92701,92692
hotdog,59,opacity_prune,-0.0107192993164062,-5.4717063903808594e-05,-0.0001004673540592,0,0,0,0,0,92701,92692
hotdog,59,no_guard,-0.0107192993164062,-5.4717063903808594e-05,-0.0001004338264465,0,0,0,0,0,92701,92701
hotdog,60,wide_control,0.0062370300292968,-4.887580871582031e-06,-0.0001521930098533,0,0,0,0,0,93091,93091
hotdog,60,eigen_floor,-0.0030860900878906,-3.808736801147461e-05,-0.0001134425401687,0,0,0,0,0,93091,93079
hotdog,60,integer_pd,-0.0030860900878906,-3.808736801147461e-05,-0.0001134425401687,0,0,0,0,0,93091,93079
hotdog,60,opacity_prune,-0.0030860900878906,-3.808736801147461e-05,-0.0001134425401687,0,0,0,0,0,93091,93079
hotdog,60,no_guard,-0.0030860900878906,-3.808736801147461e-05,-0.0001134425401687,0,0,0,0,0,93091,93091
hotdog,61,wide_control,0.0119132995605468,-4.947185516357422e-06,-0.0001027025282382,0,0,0,0,0,92669,92669
hotdog,61,eigen_floor,-0.0218582153320312,-5.3882598876953125e-05,-9.280815720558168e-05,0,0,0,0,0,92669,92669
hotdog,61,integer_pd,-0.0218582153320312,-5.3882598876953125e-05,-9.280815720558168e-05,0,0,0,0,0,92669,92669
hotdog,61,opacity_prune,-0.0218582153320312,-5.3882598876953125e-05,-9.280815720558168e-05,0,0,0,0,0,92669,92669
hotdog,61,no_guard,-0.0218582153320312,-5.3882598876953125e-05,-9.280815720558168e-05,0,0,0,0,0,92669,92669
hotdog,62,wide_control,0.01873779296875,8.881092071533203e-06,-0.0002265125513076,0,0,0,0,0,92915,92915
hotdog,62,eigen_floor,-0.01214599609375,-6.35385513305664e-05,-0.0001308657228946,0,0,0,0,0,92915,92916
hotdog,62,integer_pd,-0.01214599609375,-6.35385513305664e-05,-0.0001308657228946,0,0,0,0,0,92915,92916
hotdog,62,opacity_prune,-0.01214599609375,-6.35385513305664e-05,-0.0001308657228946,0,0,0,0,0,92915,92916
hotdog,62,no_guard,-0.01214599609375,-6.35385513305664e-05,-0.0001308657228946,0,0,0,0,0,92915,92915
hotdog,63,wide_control,0.0203514099121093,1.430511474609375e-06,-0.0001611150801181,0,0,0,0,0,93149,93149
hotdog,63,eigen_floor,-0.00067138671875,-2.688169479370117e-05,-0.0001223236322402,0,0,0,0,0,93149,93145
hotdog,63,integer_pd,-0.00067138671875,-2.688169479370117e-05,-0.0001223236322402,0,0,0,0,0,93149,93145
hotdog,63,opacity_prune,-0.00067138671875,-2.688169479370117e-05,-0.0001223236322402,0,0,0,0,0,93149,93145
hotdog,63,no_guard,-0.00067138671875,-2.688169479370117e-05,-0.0001223236322402,0,0,0,0,0,93149,93149
hotdog,64,wide_control,0.0183601379394531,-5.4836273193359375e-06,-0.0001728609204292,0,0,0,0,0,92259,92259
hotdog,64,eigen_floor,-0.0057792663574218,-4.5418739318847656e-05,-0.0001083984971046,0,0,0,0,0,92259,92249
hotdog,64,integer_pd,-0.0057792663574218,-4.5418739318847656e-05,-0.0001083984971046,0,0,0,0,0,92259,92249
hotdog,64,opacity_prune,-0.0057792663574218,-4.5418739318847656e-05,-0.0001083984971046,0,0,0,0,0,92259,92249
hotdog,64,no_guard,-0.0057792663574218,-4.5418739318847656e-05,-0.0001083984971046,0,0,0,0,0,92259,92259
hotdog,65,wide_control,0.0121231079101562,7.390975952148437e-06,-0.0002150125801563,0,0,0,0,0,92651,92651
hotdog,65,eigen_floor,0.0004730224609375,-3.6776065826416016e-05,-0.0001534931361675,0,0,0,0,0,92651,92655
hotdog,65,integer_pd,0.0004730224609375,-3.6776065826416016e-05,-0.0001534931361675,0,0,0,0,0,92651,92655
hotdog,65,opacity_prune,0.0004730224609375,-3.6776065826416016e-05,-0.0001534931361675,0,0,0,0,0,92651,92655
hotdog,65,no_guard,0.0004730224609375,-3.6776065826416016e-05,-0.0001534931361675,0,0,0,0,0,92651,92651
hotdog,66,wide_control,0.0050811767578125,-2.3245811462402344e-06,-0.0001817978918552,0,0,0,0,0,92785,92785
hotdog,66,eigen_floor,-0.0186309814453125,-5.668401718139648e-05,-0.0001031644642353,0,0,0,0,0,92785,92787
hotdog,66,integer_pd,-0.0186309814453125,-5.668401718139648e-05,-0.0001031644642353,0,0,0,0,0,92785,92787
hotdog,66,opacity_prune,-0.0186309814453125,-5.668401718139648e-05,-0.0001031644642353,0,0,0,0,0,92785,92787
hotdog,66,no_guard,-0.0186309814453125,-5.668401718139648e-05,-0.0001031048595905,0,0,0,0,0,92785,92785
hotdog,67,wide_control,-0.0016555786132812,-2.443790435791016e-06,-0.0001349709928035,0,0,0,0,0,91913,91913
hotdog,67,eigen_floor,-0.0314788818359375,-6.884336471557617e-05,-7.320940494537354e-05,0,0,0,0,0,91913,91909
hotdog,67,integer_pd,-0.0314788818359375,-6.884336471557617e-05,-7.320940494537354e-05,0,0,0,0,0,91913,91909
hotdog,67,opacity_prune,-0.0314788818359375,-6.884336471557617e-05,-7.320940494537354e-05,0,0,0,0,0,91913,91909
hotdog,67,no_guard,-0.0314788818359375,-6.884336471557617e-05,-7.320195436477661e-05,0,0,0,0,0,91913,91913
hotdog,68,wide_control,-0.0071601867675781,-1.0967254638671877e-05,-0.0001614987850189,0,0,0,0,0,91692,91692
hotdog,68,eigen_floor,-0.0246734619140625,-6.967782974243164e-05,-8.397921919822693e-05,0,0,0,0,0,91692,91691
hotdog,68,integer_pd,-0.0246734619140625,-6.967782974243164e-05,-8.397921919822693e-05,0,0,0,0,0,91692,91691
hotdog,68,opacity_prune,-0.0246734619140625,-6.967782974243164e-05,-8.397921919822693e-05,0,0,0,0,0,91692,91691
hotdog,68,no_guard,-0.0246734619140625,-6.967782974243164e-05,-8.397921919822693e-05,0,0,0,0,0,91692,91692
hotdog,69,wide_control,-0.0076560974121093,-6.377696990966797e-06,-0.0001606866717338,0,0,0,0,0,92292,92292
hotdog,69,eigen_floor,-0.03399658203125,-5.882978439331055e-05,-8.691847324371338e-05,0,0,0,0,0,92292,92298
hotdog,69,integer_pd,-0.03399658203125,-5.882978439331055e-05,-8.691847324371338e-05,0,0,0,0,0,92292,92298
hotdog,69,opacity_prune,-0.03399658203125,-5.882978439331055e-05,-8.691847324371338e-05,0,0,0,0,0,92292,92298
hotdog,69,no_guard,-0.03399658203125,-5.882978439331055e-05,-8.691847324371338e-05,0,0,0,0,0,92292,92292
hotdog,70,wide_control,-0.0111961364746093,-6.198883056640625e-06,-0.00017049908638,0,0,0,0,0,91281,91281
hotdog,70,eigen_floor,-0.0401687622070312,-4.571676254272461e-05,-9.746849536895752e-05,0,0,0,0,0,91281,91281
hotdog,70,integer_pd,-0.0401687622070312,-4.571676254272461e-05,-9.746849536895752e-05,0,0,0,0,0,91281,91281
hotdog,70,opacity_prune,-0.0401687622070312,-4.571676254272461e-05,-9.746849536895752e-05,0,0,0,0,0,91281,91281
hotdog,70,no_guard,-0.0401687622070312,-4.571676254272461e-05,-9.746849536895752e-05,0,0,0,0,0,91281,91281
hotdog,71,wide_control,-0.0110702514648437,-6.318092346191406e-06,-0.0001553297042846,0,0,0,0,0,90287,90287
hotdog,71,eigen_floor,-0.0430259704589843,-4.476308822631836e-05,-0.0001462809741497,0,0,0,0,0,90287,90286
hotdog,71,integer_pd,-0.0430259704589843,-4.476308822631836e-05,-0.0001462809741497,0,0,0,0,0,90287,90286
hotdog,71,opacity_prune,-0.0430259704589843,-4.476308822631836e-05,-0.0001462809741497,0,0,0,0,0,90287,90286
hotdog,71,no_guard,-0.0430335998535156,-4.476308822631836e-05,-0.0001462288200855,0,0,0,0,0,90287,90287
hotdog,72,wide_control,-0.0145034790039062,-6.67572021484375e-06,-0.0001660995185375,0,0,0,0,0,90212,90212
hotdog,72,eigen_floor,-0.005340576171875,-2.920627593994141e-05,-0.0001346208155155,0,0,0,0,0,90212,90214
hotdog,72,integer_pd,-0.005340576171875,-2.920627593994141e-05,-0.0001346208155155,0,0,0,0,0,90212,90214
hotdog,72,opacity_prune,-0.005340576171875,-2.920627593994141e-05,-0.0001346208155155,0,0,0,0,0,90212,90214
hotdog,72,no_guard,-0.005340576171875,-2.920627593994141e-05,-0.0001346208155155,0,0,0,0,0,90212,90212
hotdog,73,wide_control,-0.0147018432617187,-2.2709369659423828e-05,-0.0001289509236812,0,0,0,0,0,89721,89721
hotdog,73,eigen_floor,-0.0225448608398437,-5.197525024414063e-05,-5.9332698583602905e-05,0,0,0,0,0,89721,89712
hotdog,73,integer_pd,-0.0225448608398437,-5.197525024414063e-05,-5.9332698583602905e-05,0,0,0,0,0,89721,89712
hotdog,73,opacity_prune,-0.0225448608398437,-5.197525024414063e-05,-5.9332698583602905e-05,0,0,0,0,0,89721,89712
hotdog,73,no_guard,-0.0225448608398437,-5.197525024414063e-05,-5.9332698583602905e-05,0,0,0,0,0,89721,89721
hotdog,74,wide_control,-0.0178985595703125,-2.199411392211914e-05,-8.339062333106995e-05,0,0,0,0,0,88060,88060
hotdog,74,eigen_floor,-0.0449867248535156,-6.788969039916992e-05,-5.4448843002319336e-05,0,0,0,0,0,88060,88060
hotdog,74,integer_pd,-0.0449867248535156,-6.788969039916992e-05,-5.4448843002319336e-05,0,0,0,0,0,88060,88060
hotdog,74,opacity_prune,-0.0449867248535156,-6.788969039916992e-05,-5.4448843002319336e-05,0,0,0,0,0,88060,88060
hotdog,74,no_guard,-0.0449867248535156,-6.788969039916992e-05,-5.444139242172241e-05,0,0,0,0,0,88060,88060
hotdog,75,wide_control,-0.0173149108886718,-1.3053417205810549e-05,-0.000127974897623,0,0,0,0,0,87597,87597
hotdog,75,eigen_floor,-0.0490188598632812,-5.1915645599365234e-05,-5.272403359413147e-05,0,0,0,0,0,87597,87597
hotdog,75,integer_pd,-0.0490188598632812,-5.1915645599365234e-05,-5.272403359413147e-05,0,0,0,0,0,87597,87597
hotdog,75,opacity_prune,-0.0490188598632812,-5.1915645599365234e-05,-5.272403359413147e-05,0,0,0,0,0,87597,87597
hotdog,75,no_guard,-0.0490188598632812,-5.1915645599365234e-05,-5.272403359413147e-05,0,0,0,0,0,87597,87597
hotdog,76,wide_control,-0.0189323425292968,-1.4185905456542969e-05,-0.0001254081726074,0,0,0,0,0,87334,87334
hotdog,76,eigen_floor,-0.026123046875,-5.412101745605469e-05,-0.0001183860003948,0,0,0,0,0,87334,87337
hotdog,76,integer_pd,-0.026123046875,-5.412101745605469e-05,-0.0001183860003948,0,0,0,0,0,87334,87337
hotdog,76,opacity_prune,-0.026123046875,-5.412101745605469e-05,-0.0001183860003948,0,0,0,0,0,87334,87337
hotdog,76,no_guard,-0.026123046875,-5.412101745605469e-05,-0.0001183860003948,0,0,0,0,0,87334,87334
hotdog,77,wide_control,-0.0158004760742187,-6.079673767089844e-06,-0.0001412257552146,0,0,0,0,0,86478,86478
hotdog,77,eigen_floor,-0.0307388305664062,-4.041194915771485e-05,-0.0001237168908119,0,0,0,0,0,86478,86477
hotdog,77,integer_pd,-0.0307388305664062,-4.041194915771485e-05,-0.0001237168908119,0,0,0,0,0,86478,86477
hotdog,77,opacity_prune,-0.0307388305664062,-4.041194915771485e-05,-0.0001237168908119,0,0,0,0,0,86478,86477
hotdog,77,no_guard,-0.0307388305664062,-4.041194915771485e-05,-0.0001237168908119,0,0,0,0,0,86478,86478
hotdog,78,wide_control,-0.0161933898925781,-1.4841556549072266e-05,-0.0001672059297561,0,0,0,0,0,85039,85039
hotdog,78,eigen_floor,-0.0428237915039062,-8.630752563476562e-05,-0.0001251436769962,0,0,0,0,0,85039,85041
hotdog,78,integer_pd,-0.0428237915039062,-8.630752563476562e-05,-0.0001251436769962,0,0,0,0,0,85039,85041
hotdog,78,opacity_prune,-0.0428237915039062,-8.630752563476562e-05,-0.0001251436769962,0,0,0,0,0,85039,85041
hotdog,78,no_guard,-0.0428237915039062,-8.630752563476562e-05,-0.0001251436769962,0,0,0,0,0,85039,85039
hotdog,79,wide_control,-0.0155792236328125,-9.179115295410156e-06,-0.0001611895859241,0,0,0,0,0,83866,83866
hotdog,79,eigen_floor,-0.0387039184570312,-6.407499313354492e-05,-0.0001208409667015,0,0,0,0,0,83866,83867
hotdog,79,integer_pd,-0.0387039184570312,-6.407499313354492e-05,-0.0001208409667015,0,0,0,0,0,83866,83867
hotdog,79,opacity_prune,-0.0387039184570312,-6.407499313354492e-05,-0.0001208409667015,0,0,0,0,0,83866,83867
hotdog,79,no_guard,-0.0387039184570312,-6.407499313354492e-05,-0.0001208409667015,0,0,0,0,0,83866,83866
hotdog,80,wide_control,-0.0097503662109375,4.529953002929688e-06,-0.0001507550477981,0,0,0,0,0,83287,83287
hotdog,80,eigen_floor,-0.0261726379394531,-1.6927719116210938e-05,-0.0001262128353118,0,0,0,0,0,83287,83285
hotdog,80,integer_pd,-0.0261726379394531,-1.6927719116210938e-05,-0.0001262128353118,0,0,0,0,0,83287,83285
hotdog,80,opacity_prune,-0.0261726379394531,-1.6927719116210938e-05,-0.0001262128353118,0,0,0,0,0,83287,83285
hotdog,80,no_guard,-0.0261726379394531,-1.6927719116210938e-05,-0.0001262128353118,0,0,0,0,0,83287,83287
hotdog,81,wide_control,-0.0087242126464843,-2.384185791015625e-06,-7.969141006469727e-05,0,0,0,0,0,82597,82597
hotdog,81,eigen_floor,-0.0041351318359375,-2.0444393157958984e-05,-0.0001346617937088,0,0,0,0,0,82597,82587
hotdog,81,integer_pd,-0.0041351318359375,-2.0444393157958984e-05,-0.0001346617937088,0,0,0,0,0,82597,82587
hotdog,81,opacity_prune,-0.0041351318359375,-2.0444393157958984e-05,-0.0001346617937088,0,0,0,0,0,82597,82587
hotdog,81,no_guard,-0.0041351318359375,-2.0444393157958984e-05,-0.0001346617937088,0,0,0,0,0,82597,82597
hotdog,82,wide_control,0.0003814697265625,2.2470951080322266e-05,-0.0001486428081989,0,0,0,0,0,81357,81357
hotdog,82,eigen_floor,-0.0152435302734375,-2.1278858184814453e-05,-0.0001383833587169,0,0,0,0,0,81357,81358
hotdog,82,integer_pd,-0.0152435302734375,-2.1278858184814453e-05,-0.0001383833587169,0,0,0,0,0,81357,81358
hotdog,82,opacity_prune,-0.0152435302734375,-2.1278858184814453e-05,-0.0001383833587169,0,0,0,0,0,81357,81358
hotdog,82,no_guard,-0.0152435302734375,-2.1278858184814453e-05,-0.0001383833587169,0,0,0,0,0,81357,81357
hotdog,83,wide_control,0.0017433166503906,3.719329833984375e-05,-0.0001712329685688,0,0,0,0,0,79635,79635
hotdog,83,eigen_floor,-0.0088233947753906,1.5020370483398438e-05,-0.000135388225317,0,0,0,0,0,79635,79642
hotdog,83,integer_pd,-0.0088233947753906,1.5020370483398438e-05,-0.000135388225317,0,0,0,0,0,79635,79642
hotdog,83,opacity_prune,-0.0088233947753906,1.5020370483398438e-05,-0.000135388225317,0,0,0,0,0,79635,79642
hotdog,83,no_guard,-0.0088233947753906,1.5020370483398438e-05,-0.000135388225317,0,0,0,0,0,79635,79635
hotdog,84,wide_control,0.005828857421875,5.197525024414063e-05,-0.0001357495784759,0,0,0,0,0,78397,78397
hotdog,84,eigen_floor,-0.0023651123046875,3.55839729309082e-05,-7.588788866996765e-05,0,0,0,0,0,78397,78401
hotdog,84,integer_pd,-0.0023651123046875,3.55839729309082e-05,-7.588788866996765e-05,0,0,0,0,0,78397,78401
hotdog,84,opacity_prune,-0.0023651123046875,3.55839729309082e-05,-7.588788866996765e-05,0,0,0,0,0,78397,78401
hotdog,84,no_guard,-0.0023651123046875,3.55839729309082e-05,-7.588788866996765e-05,0,0,0,0,0,78397,78397
hotdog,85,wide_control,0.0081443786621093,5.7220458984375e-05,-0.0001453012228012,0,0,0,0,0,77168,77168
hotdog,85,eigen_floor,0.014068603515625,4.333257675170898e-05,-5.733221769332886e-05,0,0,0,0,0,77168,77164
hotdog,85,integer_pd,0.014068603515625,4.333257675170898e-05,-5.733221769332886e-05,0,0,0,0,0,77168,77164
hotdog,85,opacity_prune,0.014068603515625,4.333257675170898e-05,-5.733221769332886e-05,0,0,0,0,0,77168,77164
hotdog,85,no_guard,0.014068603515625,4.333257675170898e-05,-5.733221769332886e-05,0,0,0,0,0,77168,77168
hotdog,86,wide_control,0.0117645263671875,9.16123390197754e-05,-0.0001038536429405,0,0,0,0,0,75859,75859
hotdog,86,eigen_floor,0.0024032592773437,8.809566497802734e-05,-0.0001106858253479,0,0,0,0,0,75859,75856
hotdog,86,integer_pd,0.0024032592773437,8.809566497802734e-05,-0.0001106858253479,0,0,0,0,0,75859,75856
hotdog,86,opacity_prune,0.0024032592773437,8.809566497802734e-05,-0.0001106858253479,0,0,0,0,0,75859,75856
hotdog,86,no_guard,0.0024032592773437,8.809566497802734e-05,-0.0001106858253479,0,0,0,0,0,75859,75859
hotdog,87,wide_control,0.0120124816894531,8.535385131835938e-05,-0.0001253634691238,0,0,0,0,0,74599,74599
hotdog,87,eigen_floor,0.0030860900878906,6.824731826782227e-05,-0.0001758635044097,0,0,0,0,0,74599,74597
hotdog,87,integer_pd,0.0030860900878906,6.824731826782227e-05,-0.0001758635044097,0,0,0,0,0,74599,74597
hotdog,87,opacity_prune,0.0030860900878906,6.824731826782227e-05,-0.0001758635044097,0,0,0,0,0,74599,74597
hotdog,87,no_guard,0.0030860900878906,6.824731826782227e-05,-0.0001758635044097,0,0,0,0,0,74599,74599
hotdog,88,wide_control,0.0140647888183593,9.739398956298828e-05,-0.000112734735012,0,0,0,0,0,73226,73226
hotdog,88,eigen_floor,0.0080986022949218,6.99162483215332e-05,-0.0001808702945709,0,0,0,0,0,73226,73232
hotdog,88,integer_pd,0.0080986022949218,6.99162483215332e-05,-0.0001808702945709,0,0,0,0,0,73226,73232
hotdog,88,opacity_prune,0.0080986022949218,6.99162483215332e-05,-0.0001808702945709,0,0,0,0,0,73226,73232
hotdog,88,no_guard,0.0080986022949218,6.99162483215332e-05,-0.0001808702945709,0,0,0,0,0,73226,73226
hotdog,89,wide_control,0.0114593505859375,0.0001014471054077,8.338689804077148e-05,0,0,0,0,0,71817,71817
hotdog,89,eigen_floor,0.0018768310546875,7.49826431274414e-05,-9.356439113616943e-05,0,0,0,0,0,71817,71820
hotdog,89,integer_pd,0.0018768310546875,7.49826431274414e-05,-9.356439113616943e-05,0,0,0,0,0,71817,71820
hotdog,89,opacity_prune,0.0018768310546875,7.49826431274414e-05,-9.356439113616943e-05,0,0,0,0,0,71817,71820
hotdog,89,no_guard,0.0018768310546875,7.49826431274414e-05,-9.356439113616943e-05,0,0,0,0,0,71817,71817
hotdog,90,wide_control,0.0118980407714843,9.167194366455078e-05,-0.0002460554242134,0,0,0,0,0,70570,70570
hotdog,90,eigen_floor,0.0129280090332031,6.890296936035156e-05,-0.0002319812774658,0,0,0,0,0,70570,70576
hotdog,90,integer_pd,0.0129280090332031,6.890296936035156e-05,-0.0002319812774658,0,0,0,0,0,70570,70576
hotdog,90,opacity_prune,0.0129280090332031,6.890296936035156e-05,-0.0002319812774658,0,0,0,0,0,70570,70576
hotdog,90,no_guard,0.0129280090332031,6.890296936035156e-05,-0.0002319812774658,0,0,0,0,0,70570,70570
hotdog,91,wide_control,0.0075302124023437,0.000104546546936,-0.0002069473266601,0,0,0,0,0,69195,69195
hotdog,91,eigen_floor,-0.0013046264648437,8.291006088256836e-05,-0.0001723393797874,0,0,0,0,0,69195,69195
hotdog,91,integer_pd,-0.0013046264648437,8.291006088256836e-05,-0.0001723393797874,0,0,0,0,0,69195,69195
hotdog,91,opacity_prune,-0.0013046264648437,8.291006088256836e-05,-0.0001723393797874,0,0,0,0,0,69195,69195
hotdog,91,no_guard,-0.0013046264648437,8.291006088256836e-05,-0.0001723393797874,0,0,0,0,0,69195,69195
hotdog,92,wide_control,0.0090065002441406,0.0001083016395568,-0.0001861006021499,0,0,0,0,0,67978,67978
hotdog,92,eigen_floor,-0.0038719177246093,5.400180816650391e-05,-0.0001619085669517,0,0,0,0,0,67978,67978
hotdog,92,integer_pd,-0.0038719177246093,5.400180816650391e-05,-0.0001619085669517,0,0,0,0,0,67978,67978
hotdog,92,opacity_prune,-0.0038719177246093,5.400180816650391e-05,-0.0001619085669517,0,0,0,0,0,67978,67978
hotdog,92,no_guard,-0.0038719177246093,5.400180816650391e-05,-0.0001619085669517,0,0,0,0,0,67978,67978
hotdog,93,wide_control,0.0078048706054687,0.0001030564308166,-0.0002636685967445,0,0,0,0,0,67158,67158
hotdog,93,eigen_floor,0.000640869140625,7.528066635131836e-05,-0.0002028718590736,0,0,0,0,0,67158,67161
hotdog,93,integer_pd,0.000640869140625,7.528066635131836e-05,-0.0002028718590736,0,0,0,0,0,67158,67161
hotdog,93,opacity_prune,0.000640869140625,7.528066635131836e-05,-0.0002028718590736,0,0,0,0,0,67158,67161
hotdog,93,no_guard,0.000640869140625,7.528066635131836e-05,-0.0002028718590736,0,0,0,0,0,67158,67158
hotdog,94,wide_control,0.0075149536132812,0.0001117587089538,-0.0002273470163345,0,0,0,0,0,66353,66353
hotdog,94,eigen_floor,0.0154190063476562,0.0001149177551269,-0.000215645879507,0,0,0,0,0,66353,66352
hotdog,94,integer_pd,0.0154190063476562,0.0001149177551269,-0.000215645879507,0,0,0,0,0,66353,66352
hotdog,94,opacity_prune,0.0154190063476562,0.0001149177551269,-0.000215645879507,0,0,0,0,0,66353,66352
hotdog,94,no_guard,0.0154190063476562,0.0001149177551269,-0.000215645879507,0,0,0,0,0,66353,66353
hotdog,95,wide_control,0.0135650634765625,0.0001178979873657,-0.0002170726656913,0,0,0,0,0,65534,65534
hotdog,95,eigen_floor,0.0046310424804687,8.14199447631836e-05,-0.0002017579972743,0,0,0,0,0,65534,65539
hotdog,95,integer_pd,0.0046310424804687,8.14199447631836e-05,-0.0002017579972743,0,0,0,0,0,65534,65539
hotdog,95,opacity_prune,0.0046310424804687,8.14199447631836e-05,-0.0002017579972743,0,0,0,0,0,65534,65539
hotdog,95,no_guard,0.0046310424804687,8.14199447631836e-05,-0.0002017579972743,0,0,0,0,0,65534,65534
hotdog,96,wide_control,0.0174331665039062,0.0001248121261596,-0.0001559518277645,0,0,0,0,0,64901,64901
hotdog,96,eigen_floor,0.0230827331542968,0.0001192092895507,-0.0001615062355995,0,0,0,0,0,64901,64905
hotdog,96,integer_pd,0.0230827331542968,0.0001192092895507,-0.0001615062355995,0,0,0,0,0,64901,64905
hotdog,96,opacity_prune,0.0230827331542968,0.0001192092895507,-0.0001615062355995,0,0,0,0,0,64901,64905
hotdog,96,no_guard,0.0230827331542968,0.0001192092895507,-0.0001615062355995,0,0,0,0,0,64901,64901
hotdog,97,wide_control,0.0187187194824218,0.0001258254051208,-0.0001696608960628,0,0,0,0,0,64215,64215
hotdog,97,eigen_floor,0.0240669250488281,0.0001311302185058,-0.0001243017613887,0,0,0,0,0,64215,64220
hotdog,97,integer_pd,0.0240669250488281,0.0001311302185058,-0.0001243017613887,0,0,0,0,0,64215,64220
hotdog,97,opacity_prune,0.0240669250488281,0.0001311302185058,-0.0001243017613887,0,0,0,0,0,64215,64220
hotdog,97,no_guard,0.0240669250488281,0.0001311302185058,-0.0001243017613887,0,0,0,0,0,64215,64215
hotdog,98,wide_control,0.0191001892089843,0.0001248121261596,-0.0001647528260946,0,0,0,0,0,63674,63674
hotdog,98,eigen_floor,0.0004653930664062,8.130073547363281e-05,-8.71904194355011e-05,0,0,0,0,0,63674,63679
hotdog,98,integer_pd,0.0004653930664062,8.130073547363281e-05,-8.71904194355011e-05,0,0,0,0,0,63674,63679
hotdog,98,opacity_prune,0.0004653930664062,8.130073547363281e-05,-8.71904194355011e-05,0,0,0,0,0,63674,63679
hotdog,98,no_guard,0.0004653930664062,8.130073547363281e-05,-8.71904194355011e-05,0,0,0,0,0,63674,63674
hotdog,99,wide_control,0.0072441101074218,0.0001066327095031,-0.0001996271312236,0,0,0,0,0,63983,63983
hotdog,99,eigen_floor,0.0042152404785156,8.45789909362793e-05,-5.3476542234420776e-05,0,0,0,0,0,63983,63983
hotdog,99,integer_pd,0.0042152404785156,8.45789909362793e-05,-5.3476542234420776e-05,0,0,0,0,0,63983,63983
hotdog,99,opacity_prune,0.0042152404785156,8.45789909362793e-05,-5.3476542234420776e-05,0,0,0,0,0,63983,63983
hotdog,99,no_guard,0.0042152404785156,8.45789909362793e-05,-5.3476542234420776e-05,0,0,0,0,0,63983,63983
hotdog,100,wide_control,0.0041427612304687,0.0001012086868286,-0.0001886487007141,0,0,0,0,0,64031,64031
