scene,camera,profile,delta_psnr_vs_standard,delta_ssim_vs_standard,delta_lpips_vs_standard,guard_risky_gaussians,guard_repaired_gaussians,guard_dropped_gaussians,guard_quantized_non_psd_before,guard_final_non_psd,guard_raw_kvp,guard_final_kvp
lego,11,eigen_floor,-0.0039443969726562,-0.0001157522201538,5.580484867095947e-05,0,0,0,0,0,117218,117217
lego,11,integer_pd,-0.0039443969726562,-0.0001157522201538,5.580484867095947e-05,0,0,0,0,0,117218,117217
lego,11,opacity_prune,-0.0039443969726562,-0.0001157522201538,5.580484867095947e-05,0,0,0,0,0,117218,117217
lego,11,no_guard,-0.0039443969726562,-0.0001157522201538,5.580484867095947e-05,0,0,0,0,0,117218,117218
lego,12,wide_control,-0.0005722045898437,-2.8431415557861328e-05,-6.83218240737915e-05,0,0,0,0,0,117217,117217
lego,12,eigen_floor,-0.0043354034423828,-0.0001057386398315,-3.591179847717285e-06,0,0,0,0,0,117217,117219
lego,12,integer_pd,-0.0043354034423828,-0.0001057386398315,-3.591179847717285e-06,0,0,0,0,0,117217,117219
lego,12,opacity_prune,-0.0043354034423828,-0.0001057386398315,-3.591179847717285e-06,0,0,0,0,0,117217,117219
lego,12,no_guard,-0.0043354034423828,-0.0001057386398315,-3.553926944732666e-06,0,0,0,0,0,117217,117217
lego,13,wide_control,-0.0013961791992187,-3.415346145629883e-05,-8.095800876617432e-05,0,0,0,0,0,117528,117528
lego,13,eigen_floor,-0.0092601776123046,-0.0001412630081176,8.287280797958374e-05,0,0,0,0,0,117528,117525
lego,13,integer_pd,-0.0092601776123046,-0.0001412630081176,8.287280797958374e-05,0,0,0,0,0,117528,117525
lego,13,opacity_prune,-0.0092601776123046,-0.0001412630081176,8.287280797958374e-05,0,0,0,0,0,117528,117525
lego,13,no_guard,-0.0092601776123046,-0.0001412630081176,8.287280797958374e-05,0,0,0,0,0,117528,117528
lego,14,wide_control,-0.0031948089599609,-3.123283386230469e-05,-1.3258308172225952e-05,0,0,0,0,0,117352,117352
lego,14,eigen_floor,-0.0125236511230468,-0.0001044273376464,1.9323080778121948e-05,0,0,0,0,0,117352,117354
lego,14,integer_pd,-0.0125236511230468,-0.0001044273376464,1.9323080778121948e-05,0,0,0,0,0,117352,117354
lego,14,opacity_prune,-0.0125236511230468,-0.0001044273376464,1.9323080778121948e-05,0,0,0,0,0,117352,117354
lego,14,no_guard,-0.0125236511230468,-0.0001044273376464,1.9323080778121948e-05,0,0,0,0,0,117352,117352
lego,15,wide_control,-0.0003280639648437,-2.1338462829589844e-05,-7.589906454086304e-05,0,0,0,0,0,117163,117163
lego,15,eigen_floor,-0.0193557739257812,-0.0001084804534912,-1.023709774017334e-05,0,0,0,0,0,117163,117161
lego,15,integer_pd,-0.0193557739257812,-0.0001084804534912,-1.023709774017334e-05,0,0,0,0,0,117163,117161
lego,15,opacity_prune,-0.0193557739257812,-0.0001084804534912,-1.023709774017334e-05,0,0,0,0,0,117163,117161
lego,15,no_guard,-0.0193557739257812,-0.0001084804534912,-1.023709774017334e-05,0,0,0,0,0,117163,117163
lego,16,wide_control,0.0015983581542968,-2.1159648895263672e-05,-7.155537605285645e-05,0,0,0,0,0,116984,116984
lego,16,eigen_floor,-0.0285263061523437,-0.0001337528228759,-8.14199447631836e-05,0,0,0,0,0,116984,116983
lego,16,integer_pd,-0.0285263061523437,-0.0001337528228759,-8.14199447631836e-05,0,0,0,0,0,116984,116983
lego,16,opacity_prune,-0.0285263061523437,-0.0001337528228759,-8.14199447631836e-05,0,0,0,0,0,116984,116983
lego,16,no_guard,-0.0285263061523437,-0.0001337528228759,-8.14199447631836e-05,0,0,0,0,0,116984,116984
lego,17,wide_control,0.0030784606933593,-2.181529998779297e-05,-1.082196831703186e-05,0,0,0,0,0,116109,116109
lego,17,eigen_floor,-0.0186195373535156,-0.0001239776611328,1.804158091545105e-05,0,0,0,0,0,116109,116104
lego,17,integer_pd,-0.0186195373535156,-0.0001239776611328,1.804158091545105e-05,0,0,0,0,0,116109,116104
lego,17,opacity_prune,-0.0186195373535156,-0.0001239776611328,1.804158091545105e-05,0,0,0,0,0,116109,116104
lego,17,no_guard,-0.0186195373535156,-0.0001239776611328,1.804158091545105e-05,0,0,0,0,0,116109,116109
lego,18,wide_control,0.0070838928222656,-1.6927719116210938e-05,-7.777661085128784e-05,0,0,0,0,0,115741,115741
lego,18,eigen_floor,-0.0209083557128906,-0.0001114010810852,-2.902001142501831e-05,0,0,0,0,0,115741,115742
lego,18,integer_pd,-0.0209083557128906,-0.0001114010810852,-2.902001142501831e-05,0,0,0,0,0,115741,115742
lego,18,opacity_prune,-0.0209083557128906,-0.0001114010810852,-2.902001142501831e-05,0,0,0,0,0,115741,115742
lego,18,no_guard,-0.0209083557128906,-0.0001113414764404,-2.9005110263824463e-05,0,0,0,0,0,115741,115741
lego,19,wide_control,0.0034027099609375,-5.543231964111328e-06,-2.8081238269805908e-05,0,0,0,0,0,114670,114670
lego,19,eigen_floor,-0.0116729736328125,-0.0001026988029479,-3.867596387863159e-05,0,0,0,0,0,114670,114673
lego,19,integer_pd,-0.0116729736328125,-0.0001026988029479,-3.867596387863159e-05,0,0,0,0,0,114670,114673
lego,19,opacity_prune,-0.0116729736328125,-0.0001026988029479,-3.867596387863159e-05,0,0,0,0,0,114670,114673
lego,19,no_guard,-0.0116729736328125,-0.0001026988029479,-3.867596387863159e-05,0,0,0,0,0,114670,114670
lego,20,wide_control,0.0063018798828125,-7.152557373046875e-07,-0.0001401677727699,0,0,0,0,0,114063,114063
lego,20,eigen_floor,-0.01239013671875,-9.822845458984376e-05,-4.51020896434784e-05,0,0,0,0,0,114063,114057
lego,20,integer_pd,-0.01239013671875,-9.822845458984376e-05,-4.51020896434784e-05,0,0,0,0,0,114063,114057
lego,20,opacity_prune,-0.01239013671875,-9.822845458984376e-05,-4.51020896434784e-05,0,0,0,0,0,114063,114057
lego,20,no_guard,-0.01239013671875,-9.822845458984376e-05,-4.51020896434784e-05,0,0,0,0,0,114063,114063
lego,21,wide_control,0.0026092529296875,-5.543231964111328e-06,-6.876513361930847e-05,0,0,0,0,0,112827,112827
lego,21,eigen_floor,-0.0117721557617187,-0.0001247525215148,-7.580965757369995e-06,0,0,0,0,0,112827,112825
lego,21,integer_pd,-0.0117721557617187,-0.0001247525215148,-7.580965757369995e-06,0,0,0,0,0,112827,112825
lego,21,opacity_prune,-0.0117721557617187,-0.0001247525215148,-7.580965757369995e-06,0,0,0,0,0,112827,112825
lego,21,no_guard,-0.0117721557617187,-0.0001247525215148,-7.580965757369995e-06,0,0,0,0,0,112827,112827
lego,22,wide_control,0.0030746459960937,-8.940696716308594e-06,-4.0743499994277954e-05,0,0,0,0,0,113080,113080
lego,22,eigen_floor,-0.0125312805175781,-0.000104546546936,-1.1917203664779665e-05,0,0,0,0,0,113080,113078
lego,22,integer_pd,-0.0125312805175781,-0.000104546546936,-1.1917203664779665e-05,0,0,0,0,0,113080,113078
lego,22,opacity_prune,-0.0125312805175781,-0.000104546546936,-1.1917203664779665e-05,0,0,0,0,0,113080,113078
lego,22,no_guard,-0.0125312805175781,-0.000104546546936,-1.1917203664779665e-05,0,0,0,0,0,113080,113080
lego,23,wide_control,0.0017166137695312,-1.049041748046875e-05,-7.086992263793945e-05,0,0,0,0,0,111370,111370
lego,23,eigen_floor,-0.014251708984375,-0.0001300573348999,-1.140311360359192e-05,0,0,0,0,0,111370,111368
lego,23,integer_pd,-0.014251708984375,-0.0001300573348999,-1.140311360359192e-05,0,0,0,0,0,111370,111368
lego,23,opacity_prune,-0.014251708984375,-0.0001300573348999,-1.140311360359192e-05,0,0,0,0,0,111370,111368
lego,23,no_guard,-0.014251708984375,-0.0001300573348999,-1.140311360359192e-05,0,0,0,0,0,111370,111370
lego,24,wide_control,0.00042724609375,-1.1980533599853516e-05,-0.0001076981425285,0,0,0,0,0,111286,111286
lego,24,eigen_floor,-0.0205001831054687,-0.0001212358474731,-2.5015324354171756e-05,0,0,0,0,0,111286,111291
lego,24,integer_pd,-0.0205001831054687,-0.0001212358474731,-2.5015324354171756e-05,0,0,0,0,0,111286,111291
lego,24,opacity_prune,-0.0205001831054687,-0.0001212358474731,-2.5015324354171756e-05,0,0,0,0,0,111286,111291
lego,24,no_guard,-0.0205001831054687,-0.0001212358474731,-2.5015324354171756e-05,0,0,0,0,0,111286,111286
lego,25,wide_control,0.0013008117675781,4.887580871582031e-06,-0.0001286268234252,0,0,0,0,0,111116,111116
lego,25,eigen_floor,-0.0130653381347656,-9.375810623168944e-05,-1.580268144607544e-05,0,0,0,0,0,111116,111121
lego,25,integer_pd,-0.0130653381347656,-9.375810623168944e-05,-1.580268144607544e-05,0,0,0,0,0,111116,111121
lego,25,opacity_prune,-0.0130653381347656,-9.375810623168944e-05,-1.580268144607544e-05,0,0,0,0,0,111116,111121
lego,25,no_guard,-0.0130653381347656,-9.375810623168944e-05,-1.580268144607544e-05,0,0,0,0,0,111116,111116
lego,26,wide_control,-0.0016403198242187,-7.212162017822266e-06,-8.089840412139893e-05,0,0,0,0,0,110186,110186
lego,26,eigen_floor,-0.0125236511230468,-0.000102937221527,-2.650916576385498e-05,0,0,0,0,0,110186,110181
lego,26,integer_pd,-0.0125236511230468,-0.000102937221527,-2.650916576385498e-05,0,0,0,0,0,110186,110181
lego,26,opacity_prune,-0.0125236511230468,-0.000102937221527,-2.650916576385498e-05,0,0,0,0,0,110186,110181
lego,26,no_guard,-0.0125236511230468,-0.000102937221527,-2.650916576385498e-05,0,0,0,0,0,110186,110186
lego,27,wide_control,-0.0010757446289062,-8.046627044677734e-06,-6.520003080368042e-05,0,0,0,0,0,110439,110439
lego,27,eigen_floor,-0.0207633972167968,-0.0001401901245117,-1.9088387489318848e-05,0,0,0,0,0,110439,110440
lego,27,integer_pd,-0.0207633972167968,-0.0001401901245117,-1.9088387489318848e-05,0,0,0,0,0,110439,110440
lego,27,opacity_prune,-0.0207633972167968,-0.0001401901245117,-1.9088387489318848e-05,0,0,0,0,0,110439,110440
lego,27,no_guard,-0.0207633972167968,-0.0001401901245117,-1.9088387489318848e-05,0,0,0,0,0,110439,110439
lego,28,wide_control,0.0017356872558593,-1.33514404296875e-05,-0.0001222044229507,0,0,0,0,0,110917,110917
lego,28,eigen_floor,-0.0276260375976562,-0.0001894831657409,8.934363722801208e-05,0,0,0,0,0,110917,110920
lego,28,integer_pd,-0.0276260375976562,-0.0001894831657409,8.934363722801208e-05,0,0,0,0,0,110917,110920
lego,28,opacity_prune,-0.0276260375976562,-0.0001894831657409,8.934363722801208e-05,0,0,0,0,0,110917,110920
lego,28,no_guard,-0.0276260375976562,-0.0001894831657409,8.934363722801208e-05,0,0,0,0,0,110917,110917
lego,29,wide_control,0.0008049011230468,-1.913309097290039e-05,-7.491186261177063e-05,0,0,0,0,0,110515,110515
lego,29,eigen_floor,-0.0179824829101562,-9.930133819580078e-05,6.718188524246216e-05,0,0,0,0,0,110515,110509
lego,29,integer_pd,-0.0179824829101562,-9.930133819580078e-05,6.718188524246216e-05,0,0,0,0,0,110515,110509
lego,29,opacity_prune,-0.0179824829101562,-9.930133819580078e-05,6.718188524246216e-05,0,0,0,0,0,110515,110509
lego,29,no_guard,-0.0179824829101562,-9.930133819580078e-05,6.718188524246216e-05,0,0,0,0,0,110515,110515
lego,30,wide_control,0.0028133392333984,-9.238719940185549e-06,-6.393715739250183e-05,0,0,0,0,0,111175,111175
lego,30,eigen_floor,-0.0141754150390625,-0.0001157522201538,8.925795555114746e-06,0,0,0,0,0,111175,111182
lego,30,integer_pd,-0.0141754150390625,-0.0001157522201538,8.925795555114746e-06,0,0,0,0,0,111175,111182
lego,30,opacity_prune,-0.0141754150390625,-0.0001157522201538,8.925795555114746e-06,0,0,0,0,0,111175,111182
lego,30,no_guard,-0.0141754150390625,-0.0001157522201538,8.925795555114746e-06,0,0,0,0,0,111175,111175
lego,31,wide_control,-0.0002021789550781,-2.944469451904297e-05,-8.714944124221802e-05,0,0,0,0,0,111690,111690
lego,31,eigen_floor,-0.0091400146484375,-0.0001091957092285,2.8736889362335205e-05,0,0,0,0,0,111690,111693
lego,31,integer_pd,-0.0091400146484375,-0.0001091957092285,2.8736889362335205e-05,0,0,0,0,0,111690,111693
lego,31,opacity_prune,-0.0091400146484375,-0.0001091957092285,2.8736889362335205e-05,0,0,0,0,0,111690,111693
lego,31,no_guard,-0.0091400146484375,-0.0001091957092285,2.8736889362335205e-05,0,0,0,0,0,111690,111690
lego,32,wide_control,0.0011348724365234,-1.537799835205078e-05,-9.809434413909912e-05,0,0,0,0,0,111287,111287
lego,32,eigen_floor,-0.0130290985107421,-0.0001158118247985,-8.231773972511292e-05,0,0,0,0,0,111287,111289
lego,32,integer_pd,-0.0130290985107421,-0.0001158118247985,-8.231773972511292e-05,0,0,0,0,0,111287,111289
lego,32,opacity_prune,-0.0130290985107421,-0.0001158118247985,-8.231773972511292e-05,0,0,0,0,0,111287,111289
lego,32,no_guard,-0.0130290985107421,-0.0001158118247985,-8.231773972511292e-05,0,0,0,0,0,111287,111287
lego,33,wide_control,0.0011215209960937,-1.347064971923828e-05,-9.581446647644044e-05,0,0,0,0,0,111097,111097
lego,33,eigen_floor,-0.0152359008789062,-0.0001341104507446,7.724761962890625e-05,0,0,0,0,0,111097,111104
lego,33,integer_pd,-0.0152359008789062,-0.0001341104507446,7.724761962890625e-05,0,0,0,0,0,111097,111104
lego,33,opacity_prune,-0.0152359008789062,-0.0001341104507446,7.724761962890625e-05,0,0,0,0,0,111097,111104
lego,33,no_guard,-0.0152359008789062,-0.0001341104507446,7.724761962890625e-05,0,0,0,0,0,111097,111097
lego,34,wide_control,-0.0018577575683593,-3.707408905029297e-05,-6.202980875968933e-05,0,0,0,0,0,111372,111372
lego,34,eigen_floor,-0.0197677612304687,-0.0001222491264343,1.3295561075210571e-05,0,0,0,0,0,111372,111376
lego,34,integer_pd,-0.0197677612304687,-0.0001222491264343,1.3295561075210571e-05,0,0,0,0,0,111372,111376
lego,34,opacity_prune,-0.0197677612304687,-0.0001222491264343,1.3295561075210571e-05,0,0,0,0,0,111372,111376
lego,34,no_guard,-0.0197677612304687,-0.0001222491264343,1.3284385204315186e-05,0,0,0,0,0,111372,111372
lego,35,wide_control,0.0007228851318359,-3.993511199951172e-06,-6.979703903198242e-05,0,0,0,0,0,111365,111365
lego,35,eigen_floor,-0.0226154327392578,-0.0001544952392578,-3.983080387115479e-05,0,0,0,0,0,111365,111365
lego,35,integer_pd,-0.0226154327392578,-0.0001544952392578,-3.983080387115479e-05,0,0,0,0,0,111365,111365
lego,35,opacity_prune,-0.0226154327392578,-0.0001544952392578,-3.983080387115479e-05,0,0,0,0,0,111365,111365
lego,35,no_guard,-0.0226154327392578,-0.0001544952392578,-3.983080387115479e-05,0,0,0,0,0,111365,111365
lego,36,wide_control,0.0008506774902343,-2.0384788513183597e-05,-0.000123031437397,0,0,0,0,0,110876,110876
lego,36,eigen_floor,-0.0160484313964843,-0.0001393556594848,1.366063952445984e-05,0,0,0,0,0,110876,110882
lego,36,integer_pd,-0.0160484313964843,-0.0001393556594848,1.366063952445984e-05,0,0,0,0,0,110876,110882
lego,36,opacity_prune,-0.0160484313964843,-0.0001393556594848,1.366063952445984e-05,0,0,0,0,0,110876,110882
lego,36,no_guard,-0.0160484313964843,-0.0001393556594848,1.366063952445984e-05,0,0,0,0,0,110876,110876
lego,37,wide_control,0.0002059936523437,-3.731250762939453e-05,-0.000112410634756,0,0,0,0,0,110500,110500
lego,37,eigen_floor,-0.0141029357910156,-0.0001319646835327,0.0001003928482532,0,0,0,0,0,110500,110502
lego,37,integer_pd,-0.0141029357910156,-0.0001319646835327,0.0001003928482532,0,0,0,0,0,110500,110502
lego,37,opacity_prune,-0.0141029357910156,-0.0001319646835327,0.0001003928482532,0,0,0,0,0,110500,110502
lego,37,no_guard,-0.0141029357910156,-0.0001319646835327,0.0001003928482532,0,0,0,0,0,110500,110500
lego,38,wide_control,0.0009536743164062,-3.0875205993652344e-05,-6.380677223205566e-05,0,0,0,0,0,109742,109742
lego,38,eigen_floor,-0.0086746215820312,-0.0001118183135986,-0.00014378875494,0,0,0,0,0,109742,109736
lego,38,integer_pd,-0.0086746215820312,-0.0001118183135986,-0.00014378875494,0,0,0,0,0,109742,109736
lego,38,opacity_prune,-0.0086746215820312,-0.0001118183135986,-0.00014378875494,0,0,0,0,0,109742,109736
lego,38,no_guard,-0.0086746215820312,-0.0001118183135986,-0.00014378875494,0,0,0,0,0,109742,109742
lego,39,wide_control,-0.0014152526855468,-6.109476089477539e-05,2.028420567512512e-05,0,0,0,0,0,108712,108712
lego,39,eigen_floor,-0.0249252319335937,-0.0001533031463623,3.266334533691406e-05,0,0,0,0,0,108712,108710
lego,39,integer_pd,-0.0249252319335937,-0.0001533031463623,3.266334533691406e-05,0,0,0,0,0,108712,108710
lego,39,opacity_prune,-0.0249252319335937,-0.0001533031463623,3.266334533691406e-05,0,0,0,0,0,108712,108710
lego,39,no_guard,-0.0249252319335937,-0.0001533031463623,3.266334533691406e-05,0,0,0,0,0,108712,108712
lego,40,wide_control,0.0010566711425781,-3.206729888916016e-05,-9.521469473838806e-05,0,0,0,0,0,107852,107852
lego,40,eigen_floor,-0.0294723510742187,-0.0001359581947326,6.22384250164032e-05,0,0,0,0,0,107852,107852
lego,40,integer_pd,-0.0294723510742187,-0.0001359581947326,6.22384250164032e-05,0,0,0,0,0,107852,107852
lego,40,opacity_prune,-0.0294723510742187,-0.0001359581947326,6.22384250164032e-05,0,0,0,0,0,107852,107852
lego,40,no_guard,-0.0294723510742187,-0.0001359581947326,6.22384250164032e-05,0,0,0,0,0,107852,107852
lego,41,wide_control,0.0039901733398437,-2.086162567138672e-05,-4.4833868741989136e-05,0,0,0,0,0,107612,107612
lego,41,eigen_floor,-0.0110092163085937,-0.0001026391983032,-6.467103958129883e-05,0,0,0,0,0,107612,107613
lego,41,integer_pd,-0.0110092163085937,-0.0001026391983032,-6.467103958129883e-05,0,0,0,0,0,107612,107613
lego,41,opacity_prune,-0.0110092163085937,-0.0001026391983032,-6.467103958129883e-05,0,0,0,0,0,107612,107613
lego,41,no_guard,-0.0110092163085937,-0.0001026391983032,-6.64740800857544e-05,0,0,0,0,0,107612,107612
lego,42,wide_control,0.0040855407714843,-2.193450927734375e-05,-3.853067755699158e-05,0,0,0,0,0,106738,106738
lego,42,eigen_floor,-0.0203437805175781,-9.98377799987793e-05,4.2572617530822754e-05,0,0,0,0,0,106738,106735
lego,42,integer_pd,-0.0203437805175781,-9.98377799987793e-05,4.2572617530822754e-05,0,0,0,0,0,106738,106735
lego,42,opacity_prune,-0.0203437805175781,-9.98377799987793e-05,4.2572617530822754e-05,0,0,0,0,0,106738,106735
lego,42,no_guard,-0.0203437805175781,-9.98377799987793e-05,4.2572617530822754e-05,0,0,0,0,0,106738,106738
lego,43,wide_control,0.0029373168945312,2.086162567138672e-06,-6.357207894325256e-05,0,0,0,0,0,105592,105592
lego,43,eigen_floor,-0.0123748779296875,-8.970499038696289e-05,1.763179898262024e-05,0,0,0,0,0,105592,105594
lego,43,integer_pd,-0.0123748779296875,-8.970499038696289e-05,1.763179898262024e-05,0,0,0,0,0,105592,105594
lego,43,opacity_prune,-0.0123748779296875,-8.970499038696289e-05,1.763179898262024e-05,0,0,0,0,0,105592,105594
lego,43,no_guard,-0.0123748779296875,-8.970499038696289e-05,1.763179898262024e-05,0,0,0,0,0,105592,105592
lego,44,wide_control,0.0004768371582031,-1.0669231414794922e-05,-6.711110472679138e-05,0,0,0,0,0,104328,104328
lego,44,eigen_floor,-0.0102043151855468,-0.0001114606857299,6.754323840141296e-05,0,0,0,0,0,104328,104328
lego,44,integer_pd,-0.0102043151855468,-0.0001114606857299,6.754323840141296e-05,0,0,0,0,0,104328,104328
lego,44,opacity_prune,-0.0102043151855468,-0.0001114606857299,6.754323840141296e-05,0,0,0,0,0,104328,104328
lego,44,no_guard,-0.0102043151855468,-0.0001114606857299,6.754323840141296e-05,0,0,0,0,0,104328,104328
lego,45,wide_control,-0.00030517578125,-2.3603439331054688e-05,-6.946548819541931e-05,0,0,0,0,0,103278,103278
lego,45,eigen_floor,-0.0075893402099609,-0.0001055002212524,9.080767631530762e-05,0,0,0,0,0,103278,103279
lego,45,integer_pd,-0.0075893402099609,-0.0001055002212524,9.080767631530762e-05,0,0,0,0,0,103278,103279
lego,45,opacity_prune,-0.0075893402099609,-0.0001055002212524,9.080767631530762e-05,0,0,0,0,0,103278,103279
lego,45,no_guard,-0.0075893402099609,-0.0001055002212524,9.080767631530762e-05,0,0,0,0,0,103278,103278
lego,46,wide_control,0.0003433227539062,-1.2278556823730469e-05,1.7546117305755615e-06,0,0,0,0,0,101767,101767
lego,46,eigen_floor,-0.006326675415039,-0.0001060366630554,-1.54152512550354e-05,0,0,0,0,0,101767,101767
lego,46,integer_pd,-0.006326675415039,-0.0001060366630554,-1.54152512550354e-05,0,0,0,0,0,101767,101767
lego,46,opacity_prune,-0.006326675415039,-0.0001060366630554,-1.54152512550354e-05,0,0,0,0,0,101767,101767
lego,46,no_guard,-0.006326675415039,-0.0001060366630554,-1.54152512550354e-05,0,0,0,0,0,101767,101767
lego,47,wide_control,0.0028152465820312,8.285045623779297e-06,-4.960969090461731e-05,0,0,0,0,0,99960,99960
lego,47,eigen_floor,-0.0016593933105468,-8.130073547363281e-05,-2.2143125534057617e-05,0,0,0,0,0,99960,99964
lego,47,integer_pd,-0.0016593933105468,-8.130073547363281e-05,-2.2143125534057617e-05,0,0,0,0,0,99960,99964
lego,47,opacity_prune,-0.0016593933105468,-8.130073547363281e-05,-2.2143125534057617e-05,0,0,0,0,0,99960,99964
lego,47,no_guard,-0.0016593933105468,-8.130073547363281e-05,-2.2143125534057617e-05,0,0,0,0,0,99960,99960
lego,48,wide_control,0.000579833984375,-2.3186206817626957e-05,5.204230546951294e-06,0,0,0,0,0,98695,98695
lego,48,eigen_floor,-0.0051612854003906,-0.0001046061515808,-2.9362738132476807e-05,0,0,0,0,0,98695,98697
lego,48,integer_pd,-0.0051612854003906,-0.0001046061515808,-2.9362738132476807e-05,0,0,0,0,0,98695,98697
lego,48,opacity_prune,-0.0051612854003906,-0.0001046061515808,-2.9362738132476807e-05,0,0,0,0,0,98695,98697
lego,48,no_guard,-0.0051612854003906,-0.0001046061515808,-2.9362738132476807e-05,0,0,0,0,0,98695,98695
lego,49,wide_control,0.0002021789550781,-1.8894672393798828e-05,3.518909215927124e-05,0,0,0,0,0,97243,97243
lego,49,eigen_floor,-0.0151939392089843,-0.0001037120819091,3.7301331758499146e-05,0,0,0,0,0,97243,97254
lego,49,integer_pd,-0.0151939392089843,-0.0001037120819091,3.7301331758499146e-05,0,0,0,0,0,97243,97254
lego,49,opacity_prune,-0.0151939392089843,-0.0001037120819091,3.7301331758499146e-05,0,0,0,0,0,97243,97254
lego,49,no_guard,-0.0151939392089843,-0.0001037120819091,3.7301331758499146e-05,0,0,0,0,0,97243,97243
lego,50,wide_control,0.0002326965332031,-1.0371208190917969e-05,-6.239861249923706e-05,0,0,0,0,0,98066,98066
lego,50,eigen_floor,-0.0089225769042968,-0.0001039505004882,1.1730939149856567e-05,0,0,0,0,0,98066,98069
lego,50,integer_pd,-0.0089225769042968,-0.0001039505004882,1.1730939149856567e-05,0,0,0,0,0,98066,98069
lego,50,opacity_prune,-0.0089225769042968,-0.0001039505004882,1.1730939149856567e-05,0,0,0,0,0,98066,98069
lego,50,no_guard,-0.0089225769042968,-0.0001039505004882,1.1745840311050417e-05,0,0,0,0,0,98066,98066
lego,51,wide_control,0.0031929016113281,-2.3543834686279297e-05,-3.6232173442840576e-05,0,0,0,0,0,97569,97569
lego,51,eigen_floor,-0.0162887573242187,-0.0001226663589477,-4.338473081588745e-05,0,0,0,0,0,97569,97564
lego,51,integer_pd,-0.0162887573242187,-0.0001226663589477,-4.338473081588745e-05,0,0,0,0,0,97569,97564
lego,51,opacity_prune,-0.0162887573242187,-0.0001226663589477,-4.338473081588745e-05,0,0,0,0,0,97569,97564
lego,51,no_guard,-0.0162887573242187,-0.0001226663589477,-4.338473081588745e-05,0,0,0,0,0,97569,97569
lego,52,wide_control,0.0039253234863281,-2.4557113647460938e-05,-5.035847425460816e-05,0,0,0,0,0,96873,96873
lego,52,eigen_floor,-0.0094146728515625,-9.375810623168944e-05,9.2972069978714e-05,0,0,0,0,0,96873,96872
lego,52,integer_pd,-0.0094146728515625,-9.375810623168944e-05,9.2972069978714e-05,0,0,0,0,0,96873,96872
lego,52,opacity_prune,-0.0094146728515625,-9.375810623168944e-05,9.2972069978714e-05,0,0,0,0,0,96873,96872
lego,52,no_guard,-0.0094146728515625,-9.375810623168944e-05,9.2972069978714e-05,0,0,0,0,0,96873,96873
lego,53,wide_control,0.0023040771484375,-3.027915954589844e-05,6.233528256416321e-05,0,0,0,0,0,98884,98884
lego,53,eigen_floor,-0.0121040344238281,-9.864568710327148e-05,-4.439800977706909e-05,0,0,0,0,0,98884,98881
lego,53,integer_pd,-0.0121040344238281,-9.864568710327148e-05,-4.439800977706909e-05,0,0,0,0,0,98884,98881
lego,53,opacity_prune,-0.0121040344238281,-9.864568710327148e-05,-4.439800977706909e-05,0,0,0,0,0,98884,98881
lego,53,no_guard,-0.0121040344238281,-9.864568710327148e-05,-4.439800977706909e-05,0,0,0,0,0,98884,98884
lego,54,wide_control,0.001983642578125,-2.4139881134033203e-05,-2.2817403078079224e-05,0,0,0,0,0,99725,99725
lego,54,eigen_floor,-0.0163764953613281,-0.0001003146171569,-9.677931666374208e-05,0,0,0,0,0,99725,99722
lego,54,integer_pd,-0.0163764953613281,-0.0001003146171569,-9.677931666374208e-05,0,0,0,0,0,99725,99722
lego,54,opacity_prune,-0.0163764953613281,-0.0001003146171569,-9.677931666374208e-05,0,0,0,0,0,99725,99722
lego,54,no_guard,-0.0163764953613281,-0.0001003146171569,-9.677931666374208e-05,0,0,0,0,0,99725,99725
lego,55,wide_control,0.0039939880371093,-1.5079975128173828e-05,-2.960488200187683e-05,0,0,0,0,0,100187,100187
lego,55,eigen_floor,-0.0192985534667968,-9.733438491821288e-05,5.4702162742614746e-05,0,0,0,0,0,100187,100189
lego,55,integer_pd,-0.0192985534667968,-9.733438491821288e-05,5.4702162742614746e-05,0,0,0,0,0,100187,100189
lego,55,opacity_prune,-0.0192985534667968,-9.733438491821288e-05,5.4702162742614746e-05,0,0,0,0,0,100187,100189
lego,55,no_guard,-0.0192985534667968,-9.733438491821288e-05,5.4702162742614746e-05,0,0,0,0,0,100187,100187
lego,56,wide_control,0.0013961791992187,-3.248453140258789e-05,-8.547306060791016e-05,0,0,0,0,0,100751,100751
lego,56,eigen_floor,-0.0133247375488281,-0.0001095533370971,1.537799835205078e-05,0,0,0,0,0,100751,100751
lego,56,integer_pd,-0.0133247375488281,-0.0001095533370971,1.537799835205078e-05,0,0,0,0,0,100751,100751
lego,56,opacity_prune,-0.0133247375488281,-0.0001095533370971,1.537799835205078e-05,0,0,0,0,0,100751,100751
lego,56,no_guard,-0.0133247375488281,-0.0001095533370971,1.537799835205078e-05,0,0,0,0,0,100751,100751
lego,57,wide_control,0.0027236938476562,-1.7762184143066406e-05,-6.27562403678894e-05,0,0,0,0,0,101647,101647
lego,57,eigen_floor,-0.0217971801757812,-0.000133454799652,-6.122887134552002e-05,0,0,0,0,0,101647,101648
lego,57,integer_pd,-0.0217971801757812,-0.000133454799652,-6.122887134552002e-05,0,0,0,0,0,101647,101648
lego,57,opacity_prune,-0.0217971801757812,-0.000133454799652,-6.122887134552002e-05,0,0,0,0,0,101647,101648
lego,57,no_guard,-0.0217971801757812,-0.000133454799652,-6.122887134552002e-05,0,0,0,0,0,101647,101647
